	Class ID	Original term	Term	T2T best score	Ontology	found_term	TermID
2162	http://purl.obolibrary.org/obo/MMO_0000535	LC-MS	LC-MS testing	0.787	ncit	Testing	http://purl.obolibrary.org/obo/NCIT_C15336
2164	http://purl.obolibrary.org/obo/CHMO_0000524	LC-MS	LC-MS design	0.76	ncit	Design	http://purl.obolibrary.org/obo/NCIT_C43358
2165	http://purl.obolibrary.org/obo/CHMO_0000524	LC-MS	LC-MS testing	0.787	ncit	Testing	http://purl.obolibrary.org/obo/NCIT_C15336
2166	http://purl.obolibrary.org/obo/MMO_0000498	IHC	IHC	1.0	ncit	Immunohistochemistry Staining Method	http://purl.obolibrary.org/obo/NCIT_C23020
2167	http://purl.obolibrary.org/obo/MMO_0000498	IHC	IHC process	0.821	ncit	Human Cells, Tissues, and Cellular and Tissue-Based Products Processing	http://purl.obolibrary.org/obo/NCIT_C133285
2185	http://purl.obolibrary.org/obo/MMO_0000019	MRI	MRI diagnostic	0.864	ncit	Diagnosis	http://purl.obolibrary.org/obo/NCIT_C15220
2202	http://purl.obolibrary.org/obo/MMO_0000458	ELISPOT assay	ELISPOT assay administration	0.71	ncit	Administration	http://purl.obolibrary.org/obo/NCIT_C25409
2203	http://purl.obolibrary.org/obo/MMO_0000458	ELISPOT assay	ELISPOT assay sampling	0.61	ncit	Sampling	http://purl.obolibrary.org/obo/NCIT_C25662
2205	http://purl.obolibrary.org/obo/MMO_0000469	GC	GC approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
2206	http://purl.obolibrary.org/obo/MMO_0000469	GC	GC surveillance	0.885	ncit	Surveillance	http://purl.obolibrary.org/obo/NCIT_C15719
2207	http://purl.obolibrary.org/obo/MMO_0000469	GC	GC detection	0.852	ncit	Detection	http://purl.obolibrary.org/obo/NCIT_C16210
2208	http://purl.obolibrary.org/obo/CHMO_0001002	GC	GC approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
2209	http://purl.obolibrary.org/obo/CHMO_0001002	GC	GC surveillance	0.885	ncit	Surveillance	http://purl.obolibrary.org/obo/NCIT_C15719
2210	http://purl.obolibrary.org/obo/CHMO_0001002	GC	GC detection	0.852	ncit	Detection	http://purl.obolibrary.org/obo/NCIT_C16210
2211	http://purl.obolibrary.org/obo/MMO_0000469	vapor-phase chromatography	vapor-phase chromatography design	0.677	ncit	Chromatography	http://purl.obolibrary.org/obo/NCIT_C16431
2212	http://purl.obolibrary.org/obo/MMO_0000469	vapor-phase chromatography	vapor-phase chromatography assessment	0.636	ncit	Chromatography	http://purl.obolibrary.org/obo/NCIT_C16431
2213	http://purl.obolibrary.org/obo/MMO_0000469	vapor-phase chromatography	vapor-phase chromatography	0.757	ncit	Chromatography	http://purl.obolibrary.org/obo/NCIT_C16431
2214	http://purl.obolibrary.org/obo/MMO_0000469	VPC	VPC diagnostic	0.864	ncit	Diagnosis	http://purl.obolibrary.org/obo/NCIT_C15220
2216	http://purl.obolibrary.org/obo/MMO_0000469	VPC	VPC design	0.801	ncit	Design	http://purl.obolibrary.org/obo/NCIT_C43358
2217	http://purl.obolibrary.org/obo/MMO_0000469	Not4Curation	Not4Curation	0.619	ncit	Curation	http://purl.obolibrary.org/obo/NCIT_C48292
2218	http://purl.obolibrary.org/obo/MMO_0000469	Not4Curation	Not4Curation system	0.572	ncit	Drug Delivery System	http://purl.obolibrary.org/obo/NCIT_C17423
2229	http://purl.obolibrary.org/obo/MMO_0000471	GLC	GLC	0.507	ncit	Immunoglobulin Light Chain Measurement	http://purl.obolibrary.org/obo/NCIT_C147376
2232	http://purl.obolibrary.org/obo/CHMO_0001016	GLC	GLC	0.507	ncit	Immunoglobulin Light Chain Measurement	http://purl.obolibrary.org/obo/NCIT_C147376
2250	http://purl.obolibrary.org/obo/MMO_0000460	qPCR	qPCR surveillance	0.828	ncit	Surveillance	http://purl.obolibrary.org/obo/NCIT_C15719
2252	http://purl.obolibrary.org/obo/MMO_0000460	qPCR	qPCR sampling	0.788	ncit	Sampling	http://purl.obolibrary.org/obo/NCIT_C25662
2253	http://purl.obolibrary.org/obo/OBI_0000893	qPCR	qPCR surveillance	0.828	ncit	Surveillance	http://purl.obolibrary.org/obo/NCIT_C15719
2255	http://purl.obolibrary.org/obo/OBI_0000893	qPCR	qPCR sampling	0.788	ncit	Sampling	http://purl.obolibrary.org/obo/NCIT_C25662
2256	http://purl.obolibrary.org/obo/MMO_0000460	real-time PCR	real-time PCR testing	0.747	ncit	Real Time PCR	http://purl.obolibrary.org/obo/NCIT_C51962
2257	http://purl.obolibrary.org/obo/MMO_0000460	real-time PCR	real-time PCR	0.955	ncit	Real Time PCR	http://purl.obolibrary.org/obo/NCIT_C51962
2258	http://purl.obolibrary.org/obo/MMO_0000460	real-time PCR	real-time PCR design	0.768	ncit	Real Time PCR	http://purl.obolibrary.org/obo/NCIT_C51962
2265	http://purl.obolibrary.org/obo/MMO_0000659	ribonucleic acid sequencing assay	ribonucleic acid sequencing assay detection	0.78	ncit	RNA Sequence Analysis	http://purl.obolibrary.org/obo/NCIT_C192768
2266	http://purl.obolibrary.org/obo/MMO_0000659	ribonucleic acid sequencing assay	ribonucleic acid sequencing assay	0.889	ncit	RNA Sequence Analysis	http://purl.obolibrary.org/obo/NCIT_C192768
2268	http://purl.obolibrary.org/obo/MMO_0000659	whole transcriptome sequencing	whole transcriptome sequencing approach	0.866	ncit	Whole Transcriptome Sequencing	http://purl.obolibrary.org/obo/NCIT_C124261
2269	http://purl.obolibrary.org/obo/MMO_0000659	whole transcriptome sequencing	whole transcriptome sequencing design	0.891	ncit	Whole Transcriptome Sequencing	http://purl.obolibrary.org/obo/NCIT_C124261
2271	http://purl.obolibrary.org/obo/MMO_0000659	RNA-seq	RNA-seq analysis	0.875	ncit	RNA Analysis	http://purl.obolibrary.org/obo/NCIT_C18473
2272	http://purl.obolibrary.org/obo/MMO_0000659	RNA-seq	RNA-seq	0.71	ncit	Whole Transcriptome Sequencing	http://purl.obolibrary.org/obo/NCIT_C124261
2273	http://purl.obolibrary.org/obo/MMO_0000659	RNA-seq	RNA-seq design	0.694	ncit	Design	http://purl.obolibrary.org/obo/NCIT_C43358
2277	http://purl.obolibrary.org/obo/CHMO_0000470	MS	MS	0.992	ncit	Metric System	http://purl.obolibrary.org/obo/NCIT_C42540
2279	http://purl.obolibrary.org/obo/CHMO_0000470	MS	MS analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
2280	http://purl.obolibrary.org/obo/CHMO_0001675	labeling	labeling design	0.726	ncit	Labeling	http://purl.obolibrary.org/obo/NCIT_C54694
2281	http://purl.obolibrary.org/obo/CHMO_0001675	labeling	labeling	0.96	ncit	Labeling	http://purl.obolibrary.org/obo/NCIT_C54694
2286	http://purl.obolibrary.org/obo/CHMO_0002585	RI detector	RI detector	0.872	ncit	Detector Device	http://purl.obolibrary.org/obo/NCIT_C49916
2287	http://purl.obolibrary.org/obo/CHMO_0002585	RI detector	RI detector assessment	0.686	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
2288	http://purl.obolibrary.org/obo/CHMO_0002585	RI detector	RI detector surveillance	0.706	ncit	Surveillance	http://purl.obolibrary.org/obo/NCIT_C15719
2298	http://purl.obolibrary.org/obo/CHMO_0000591	NMR	NMR identification	0.88	ncit	Biologic Entity Classification	http://purl.obolibrary.org/obo/NCIT_C164374
2300	http://purl.obolibrary.org/obo/CHMO_0000591	NMR	NMR detection	0.816	ncit	Biological Detection Test	http://purl.obolibrary.org/obo/NCIT_C174330
2301	http://purl.obolibrary.org/obo/CHMO_0000524	liquid chromatography mass spectrometry	liquid chromatography mass spectrometry approach	0.897	ncit	Liquid Chromatography Mass Spectrometry	http://purl.obolibrary.org/obo/NCIT_C18475
2302	http://purl.obolibrary.org/obo/CHMO_0000524	liquid chromatography mass spectrometry	liquid chromatography mass spectrometry	0.987	ncit	Liquid Chromatography Mass Spectrometry	http://purl.obolibrary.org/obo/NCIT_C18475
2304	http://purl.obolibrary.org/obo/CHMO_0000524	iquid chromatography/mass spectrometry	iquid chromatography/mass spectrometry	0.942	ncit	Liquid Chromatography Mass Spectrometry	http://purl.obolibrary.org/obo/NCIT_C18475
2305	http://purl.obolibrary.org/obo/CHMO_0000524	iquid chromatography/mass spectrometry	iquid chromatography/mass spectrometry detection	0.846	ncit	Liquid Chromatography Mass Spectrometry	http://purl.obolibrary.org/obo/NCIT_C18475
2306	http://purl.obolibrary.org/obo/CHMO_0000524	iquid chromatography/mass spectrometry	iquid chromatography/mass spectrometry administration	0.803	ncit	Liquid Chromatography Mass Spectrometry	http://purl.obolibrary.org/obo/NCIT_C18475
2307	http://purl.obolibrary.org/obo/CHMO_0000524	LC MS	LC MS identification	0.855	ncit	Biologic Entity Classification	http://purl.obolibrary.org/obo/NCIT_C164374
2308	http://purl.obolibrary.org/obo/CHMO_0000524	LC MS	LC MS assessment	0.82	ncit	Physical Examination	http://purl.obolibrary.org/obo/NCIT_C20989
2312	http://purl.obolibrary.org/obo/CHMO_0000524	LC/MS	LC/MS administration	0.854	ncit	Agent Administration	http://purl.obolibrary.org/obo/NCIT_C70962
2314	http://purl.obolibrary.org/obo/CHMO_0000524	LCMS	LCMS approach	0.8	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
2317	http://purl.obolibrary.org/obo/CHMO_0001734	phosphate buffer solution	phosphate buffer solution identification	0.63	ncit	Material Identification	http://purl.obolibrary.org/obo/NCIT_C138993
2319	http://purl.obolibrary.org/obo/CHMO_0000999	partition	partition identification	0.768	ncit	Biologic Entity Classification	http://purl.obolibrary.org/obo/NCIT_C164374
2320	http://purl.obolibrary.org/obo/CHMO_0000999	partition	partition study	0.679	ncit	Study Participation	http://purl.obolibrary.org/obo/NCIT_C170569
2325	http://purl.obolibrary.org/obo/CHMO_0000094	TIRFM	TIRFM tests	0.693	ncit	Laboratory Procedure	http://purl.obolibrary.org/obo/NCIT_C25294
2327	http://purl.obolibrary.org/obo/CHMO_0000094	TIRFM	TIRFM process	0.75	ncit	Human Cells, Tissues, and Cellular and Tissue-Based Products Processing	http://purl.obolibrary.org/obo/NCIT_C133285
2334	http://purl.obolibrary.org/obo/CHMO_0000683	ITC	ITC detection	0.816	ncit	Detection	http://purl.obolibrary.org/obo/NCIT_C16210
2335	http://purl.obolibrary.org/obo/CHMO_0000683	ITC	ITC process	0.821	ncit	Human Cells, Tissues, and Cellular and Tissue-Based Products Processing	http://purl.obolibrary.org/obo/NCIT_C133285
2340	http://purl.obolibrary.org/obo/CHMO_0000538	inductively coupled plasma-mass spectrometry	inductively coupled plasma-mass spectrometry	0.98	ncit	Inductively-Coupled Plasma Mass Spectrometry	http://purl.obolibrary.org/obo/NCIT_C62328
2341	http://purl.obolibrary.org/obo/CHMO_0000538	inductively coupled plasma-mass spectrometry	inductively coupled plasma-mass spectrometry identification	0.844	ncit	Inductively-Coupled Plasma Mass Spectrometry	http://purl.obolibrary.org/obo/NCIT_C62328
2346	http://purl.obolibrary.org/obo/CHMO_0000243	F-AAS	F-AAS identification	0.855	ncit	Material Identification	http://purl.obolibrary.org/obo/NCIT_C138993
2348	http://purl.obolibrary.org/obo/CHMO_0000243	F-AAS	F-AAS review	0.76	ncit	Review	http://purl.obolibrary.org/obo/NCIT_C42729
2365	http://purl.obolibrary.org/obo/CHMO_0000715	UPLC-MS	UPLC-MS design	0.694	ncit	Design	http://purl.obolibrary.org/obo/NCIT_C43358
2366	http://purl.obolibrary.org/obo/CHMO_0000715	UPLC-MS	UPLC-MS testing	0.723	ncit	Testing	http://purl.obolibrary.org/obo/NCIT_C15336
2370	http://purl.obolibrary.org/obo/CHMO_0001209	anion chromatography	anion chromatography approach	0.714	ncit	Chromatography	http://purl.obolibrary.org/obo/NCIT_C16431
2371	http://purl.obolibrary.org/obo/CHMO_0001209	anion chromatography	anion chromatography administration	0.645	ncit	Administration, Management	http://purl.obolibrary.org/obo/NCIT_C48905
2372	http://purl.obolibrary.org/obo/CHMO_0001209	anion chromatography	anion chromatography	0.851	ncit	Chromatography	http://purl.obolibrary.org/obo/NCIT_C16431
2373	http://purl.obolibrary.org/obo/OBI_0200051	principal component analysis	principal component analysis testing	0.859	ncit	Principal Component Analysis	http://purl.obolibrary.org/obo/NCIT_C49291
2374	http://purl.obolibrary.org/obo/OBI_0200051	principal component analysis	principal component analysis	0.968	ncit	Principal Component Analysis	http://purl.obolibrary.org/obo/NCIT_C49291
2376	http://purl.obolibrary.org/obo/OBI_0200051	PCA	PCA study	0.785	ncit	Clinical Study	http://purl.obolibrary.org/obo/NCIT_C15206
2377	http://purl.obolibrary.org/obo/OBI_0200051	PCA	PCA	0.993	ncit	Intravenous Patient-Controlled Analgesia	http://purl.obolibrary.org/obo/NCIT_C21060
2379	http://purl.obolibrary.org/obo/CHMO_0000497	gas chromatography mass spectrometry	gas chromatography mass spectrometry	0.989	ncit	Gas Chromatography Mass Spectrometry	http://purl.obolibrary.org/obo/NCIT_C111203
2388	http://purl.obolibrary.org/obo/CHMO_0000497	gas chromatography/mass spectrometry	gas chromatography/mass spectrometry identification	0.836	ncit	Gas Chromatography Mass Spectrometry	http://purl.obolibrary.org/obo/NCIT_C111203
2389	http://purl.obolibrary.org/obo/CHMO_0000497	gas chromatography/mass spectrometry	gas chromatography/mass spectrometry	0.989	ncit	Gas Chromatography Mass Spectrometry	http://purl.obolibrary.org/obo/NCIT_C111203
2394	http://purl.obolibrary.org/obo/CHMO_0000497	GC MS	GC MS sampling	0.788	ncit	Sampling	http://purl.obolibrary.org/obo/NCIT_C25662
2395	http://purl.obolibrary.org/obo/CHMO_0000497	GC MS	GC MS analysis	0.809	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
2397	http://purl.obolibrary.org/obo/CHMO_0000497	GC/MS	GC/MS diagnostic	0.833	ncit	Diagnosis	http://purl.obolibrary.org/obo/NCIT_C15220
2406	http://purl.obolibrary.org/obo/CHMO_0000112	SPM	SPM	0.958	ncit	Scanning Probe Microscope	http://purl.obolibrary.org/obo/NCIT_C78803
2409	http://purl.obolibrary.org/obo/CHMO_0000943	SPM	SPM	0.958	ncit	Scanning Probe Microscope	http://purl.obolibrary.org/obo/NCIT_C78803
2415	http://purl.obolibrary.org/obo/CHMO_0000113	scanning force microscopy	scanning force microscopy	0.975	ncit	Atomic Force Microscopy	http://purl.obolibrary.org/obo/NCIT_C17754
2417	http://purl.obolibrary.org/obo/CHMO_0000113	scanning force microscopy	scanning force microscopy tests	0.883	ncit	Atomic Force Microscopy	http://purl.obolibrary.org/obo/NCIT_C17754
2430	http://purl.obolibrary.org/obo/CHMO_0000110	phase-contrast microscopy	phase-contrast microscopy diagnostic	0.825	ncit	Phase-Contrast Microscopy	http://purl.obolibrary.org/obo/NCIT_C16857
2431	http://purl.obolibrary.org/obo/CHMO_0000110	phase-contrast microscopy	phase-contrast microscopy review	0.88	ncit	Phase-Contrast Microscopy	http://purl.obolibrary.org/obo/NCIT_C16857
2432	http://purl.obolibrary.org/obo/CHMO_0000110	phase-contrast microscopy	phase-contrast microscopy	0.988	ncit	Phase-Contrast Microscopy	http://purl.obolibrary.org/obo/NCIT_C16857
2434	http://purl.obolibrary.org/obo/CHMO_0000110	PCM	PCM testing	0.825	ncit	Testing	http://purl.obolibrary.org/obo/NCIT_C15336
2437	http://purl.obolibrary.org/obo/CHMO_0001126	LSCM	LSCM surveillance	0.828	ncit	Surveillance	http://purl.obolibrary.org/obo/NCIT_C15719
2439	http://purl.obolibrary.org/obo/CHMO_0001099	transmission EM	transmission EM system	0.692	ncit	Transmission	http://purl.obolibrary.org/obo/NCIT_C71292
2440	http://purl.obolibrary.org/obo/CHMO_0001099	transmission EM	transmission EM assessment	0.663	ncit	Transmission	http://purl.obolibrary.org/obo/NCIT_C71292
2441	http://purl.obolibrary.org/obo/CHMO_0001099	transmission EM	transmission EM design	0.726	ncit	Transmission	http://purl.obolibrary.org/obo/NCIT_C71292
2442	http://purl.obolibrary.org/obo/CHMO_0001099	TEM	TEM testing	0.876	ncit	Testing	http://purl.obolibrary.org/obo/NCIT_C15336
2443	http://purl.obolibrary.org/obo/CHMO_0001099	TEM	TEM	1.0	ncit	Transmission Electron Microscope	http://purl.obolibrary.org/obo/NCIT_C78813
2445	http://purl.obolibrary.org/obo/CHMO_0000080	TEM	TEM testing	0.876	ncit	Testing	http://purl.obolibrary.org/obo/NCIT_C15336
2446	http://purl.obolibrary.org/obo/CHMO_0000080	TEM	TEM	1.0	ncit	Transmission Electron Microscope	http://purl.obolibrary.org/obo/NCIT_C78813
2460	http://purl.obolibrary.org/obo/CHMO_0000102	light microscopy	light microscopy	0.993	ncit	Light Microscopy	http://purl.obolibrary.org/obo/NCIT_C17995
2461	http://purl.obolibrary.org/obo/CHMO_0000102	light microscopy	light microscopy identification	0.714	ncit	Light Microscopy	http://purl.obolibrary.org/obo/NCIT_C17995
2466	http://purl.obolibrary.org/obo/CHMO_0000102	OM	OM design	0.85	ncit	Design	http://purl.obolibrary.org/obo/NCIT_C43358
2485	http://purl.obolibrary.org/obo/CHMO_0000107	DIC	DIC process	0.821	ncit	Human Cells, Tissues, and Cellular and Tissue-Based Products Processing	http://purl.obolibrary.org/obo/NCIT_C133285
2486	http://purl.obolibrary.org/obo/CHMO_0000107	DIC	DIC testing	0.825	ncit	Testing	http://purl.obolibrary.org/obo/NCIT_C15336
2488	http://purl.obolibrary.org/obo/CHMO_0000107	NIC	NIC detection	0.816	ncit	Biological Detection Test	http://purl.obolibrary.org/obo/NCIT_C174330
2496	http://purl.obolibrary.org/obo/CHMO_0000575	MS-MS	MS-MS review	0.75	ncit	Mass Spectrometer	http://purl.obolibrary.org/obo/NCIT_C47875
2497	http://purl.obolibrary.org/obo/CHMO_0000575	MS-MS	MS-MS analysis	0.702	ncit	Mass Spectrometer	http://purl.obolibrary.org/obo/NCIT_C47875
2498	http://purl.obolibrary.org/obo/CHMO_0000575	MS-MS	MS-MS tests	0.778	ncit	Metric System	http://purl.obolibrary.org/obo/NCIT_C42540
2499	http://purl.obolibrary.org/obo/CHMO_0000575	MS/MS	MS/MS	0.992	ncit	Metric System	http://purl.obolibrary.org/obo/NCIT_C42540
2502	http://purl.obolibrary.org/obo/CHMO_0000575	MS2	MS2 analysis	0.845	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
2503	http://purl.obolibrary.org/obo/CHMO_0000575	MS2	MS2 sampling	0.823	ncit	Sampling	http://purl.obolibrary.org/obo/NCIT_C25662
2505	http://purl.obolibrary.org/obo/CHMO_0000575	tandem MS	tandem MS diagnostic	0.734	ncit	Diagnosis	http://purl.obolibrary.org/obo/NCIT_C15220
2506	http://purl.obolibrary.org/obo/CHMO_0000575	tandem MS	tandem MS administration	0.772	ncit	Agent Administration	http://purl.obolibrary.org/obo/NCIT_C70962
2520	http://purl.obolibrary.org/obo/CHMO_0001810	synchrotrons	synchrotrons design	0.727	ncit	Synchrotron	http://purl.obolibrary.org/obo/NCIT_C48205
2521	http://purl.obolibrary.org/obo/CHMO_0001810	synchrotrons	synchrotrons sampling	0.69	ncit	Synchrotron	http://purl.obolibrary.org/obo/NCIT_C48205
2523	http://purl.obolibrary.org/obo/CHMO_0001006	bioaffinity chromatography	bioaffinity chromatography design	0.789	ncit	Affinity Chromatography	http://purl.obolibrary.org/obo/NCIT_C16432
2524	http://purl.obolibrary.org/obo/CHMO_0001006	bioaffinity chromatography	bioaffinity chromatography	0.879	ncit	Affinity Chromatography	http://purl.obolibrary.org/obo/NCIT_C16432
2525	http://purl.obolibrary.org/obo/CHMO_0001006	bioaffinity chromatography	bioaffinity chromatography administration	0.714	ncit	Affinity Chromatography	http://purl.obolibrary.org/obo/NCIT_C16432
2532	http://purl.obolibrary.org/obo/CHMO_0001009	high performance liquid chromatography	high performance liquid chromatography	0.984	ncit	High Performance Liquid Chromatography	http://purl.obolibrary.org/obo/NCIT_C16434
2533	http://purl.obolibrary.org/obo/CHMO_0001009	high performance liquid chromatography	high performance liquid chromatography review	0.909	ncit	High Performance Liquid Chromatography	http://purl.obolibrary.org/obo/NCIT_C16434
2535	http://purl.obolibrary.org/obo/CHMO_0001004	LC	LC	1.0	ncit	Liquid Chromatography	http://purl.obolibrary.org/obo/NCIT_C16435
2536	http://purl.obolibrary.org/obo/CHMO_0001004	LC	LC study	0.839	ncit	Study	http://purl.obolibrary.org/obo/NCIT_C63536
2547	http://purl.obolibrary.org/obo/CHMO_0001007	TLC	TLC	0.99	ncit	Cytotoxic T-Lymphocyte Count	http://purl.obolibrary.org/obo/NCIT_C181186
2553	http://purl.obolibrary.org/obo/CHMO_0000064	FRET	FRET study	0.74	ncit	DICOM Study	http://purl.obolibrary.org/obo/NCIT_C63537
2554	http://purl.obolibrary.org/obo/CHMO_0000064	FRET	FRET testing	0.787	ncit	Testing	http://purl.obolibrary.org/obo/NCIT_C15336
2555	http://purl.obolibrary.org/obo/CHMO_0000064	FRET	FRET identification	0.855	ncit	Material Identification	http://purl.obolibrary.org/obo/NCIT_C138993
2571	http://purl.obolibrary.org/obo/CHMO_0000063	BRET	BRET tests	0.73	ncit	Laboratory Procedure	http://purl.obolibrary.org/obo/NCIT_C25294
2572	http://purl.obolibrary.org/obo/CHMO_0000063	BRET	BRET testing	0.787	ncit	Testing	http://purl.obolibrary.org/obo/NCIT_C15336
2573	http://purl.obolibrary.org/obo/CHMO_0000063	BRET	BRET detection	0.784	ncit	Detection	http://purl.obolibrary.org/obo/NCIT_C16210
2576	http://purl.obolibrary.org/obo/CHMO_0000068	EM	EM surveillance	0.885	ncit	Surveillance	http://purl.obolibrary.org/obo/NCIT_C15719
2577	http://purl.obolibrary.org/obo/OBI_0000070	measurement method	measurement method assessment	0.713	ncit	Hepatocyte Growth Factor Receptor Measurement	http://purl.obolibrary.org/obo/NCIT_C172514
2578	http://purl.obolibrary.org/obo/OBI_0000070	measurement method	measurement method administration	0.668	ncit	Injection Method of Administration	http://purl.obolibrary.org/obo/NCIT_C149592
2579	http://purl.obolibrary.org/obo/OBI_0000070	measurement method	measurement method	0.827	ncit	Hepatocyte Growth Factor Receptor Measurement	http://purl.obolibrary.org/obo/NCIT_C172514
2583	http://purl.obolibrary.org/obo/CHMO_0002636	SQUID device	SQUID device approach	0.635	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
2584	http://purl.obolibrary.org/obo/CHMO_0002636	SQUID device	SQUID device	0.735	ncit	Medical Device	http://purl.obolibrary.org/obo/NCIT_C16830
2598	http://purl.obolibrary.org/obo/CHMO_0001528	anatomization	anatomization review	0.551	ncit	Review	http://purl.obolibrary.org/obo/NCIT_C42729
2599	http://purl.obolibrary.org/obo/CHMO_0001528	anatomization	anatomization	0.591	ncit	Minimization Randomization	http://purl.obolibrary.org/obo/NCIT_C147143
2600	http://purl.obolibrary.org/obo/CHMO_0001528	anatomization	anatomization process	0.581	ncit	Human Cells, Tissues, and Cellular and Tissue-Based Products Processing	http://purl.obolibrary.org/obo/NCIT_C133285
2607	http://purl.obolibrary.org/obo/CHMO_0002236	dark field microscope	dark field microscope	0.885	ncit	Dark Field Microscopy	http://purl.obolibrary.org/obo/NCIT_C85837
2609	http://purl.obolibrary.org/obo/CHMO_0002236	dark field microscope	dark field microscope approach	0.743	ncit	Dark Field Microscopy	http://purl.obolibrary.org/obo/NCIT_C85837
2611	http://purl.obolibrary.org/obo/CHMO_0001077	QCM	QCM tests	0.774	ncit	Laboratory Procedure	http://purl.obolibrary.org/obo/NCIT_C25294
2638	http://purl.obolibrary.org/obo/OBI_0000094	preparative method	preparative method identification	0.758	ncit	Method Of Identification	http://purl.obolibrary.org/obo/NCIT_C90422
2640	http://purl.obolibrary.org/obo/OBI_0000094	material transformations	material transformations	0.724	ncit	Data Transformation	http://purl.obolibrary.org/obo/NCIT_C43582
2641	http://purl.obolibrary.org/obo/OBI_0000094	material transformations	material transformations approach	0.63	ncit	Data Transformation	http://purl.obolibrary.org/obo/NCIT_C43582
2646	http://purl.obolibrary.org/obo/CHMO_0001694	ChIP	ChIP testing	0.787	ncit	Testing	http://purl.obolibrary.org/obo/NCIT_C15336
2647	http://purl.obolibrary.org/obo/CHMO_0001694	ChIP	ChIP study	0.74	ncit	DICOM Study	http://purl.obolibrary.org/obo/NCIT_C63537
2649	http://purl.obolibrary.org/obo/OBI_00001975	ChIP	ChIP testing	0.787	ncit	Testing	http://purl.obolibrary.org/obo/NCIT_C15336
2650	http://purl.obolibrary.org/obo/OBI_00001975	ChIP	ChIP study	0.74	ncit	DICOM Study	http://purl.obolibrary.org/obo/NCIT_C63537
2652	http://purl.obolibrary.org/obo/CHMO_0001691	IP	IP	0.999	ncit	Immunoprecipitation	http://purl.obolibrary.org/obo/NCIT_C16724
2653	http://purl.obolibrary.org/obo/CHMO_0001691	IP	IP system	0.858	ncit	Device System	http://purl.obolibrary.org/obo/NCIT_C50311
2655	http://purl.obolibrary.org/obo/CHMO_0000800	spectrum plot	spectrum plot process	0.596	ncit	Human Cells, Tissues, and Cellular and Tissue-Based Products Processing	http://purl.obolibrary.org/obo/NCIT_C133285
2656	http://purl.obolibrary.org/obo/CHMO_0000800	spectrum plot	spectrum plot	0.678	ncit	Mass Spectrometry	http://purl.obolibrary.org/obo/NCIT_C17156
2657	http://purl.obolibrary.org/obo/CHMO_0000800	spectrum plot	spectrum plot surveillance	0.676	ncit	Surveillance	http://purl.obolibrary.org/obo/NCIT_C15719
2658	http://purl.obolibrary.org/obo/CHMO_0000800	spectra	spectra assessment	0.744	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
2659	http://purl.obolibrary.org/obo/CHMO_0000800	spectra	spectra administration	0.81	ncit	Agent Administration	http://purl.obolibrary.org/obo/NCIT_C70962
2660	http://purl.obolibrary.org/obo/CHMO_0000800	spectra	spectra process	0.694	ncit	Human Cells, Tissues, and Cellular and Tissue-Based Products Processing	http://purl.obolibrary.org/obo/NCIT_C133285
2665	http://purl.obolibrary.org/obo/CHMO_0000073	SEM	SEM design	0.801	ncit	Design	http://purl.obolibrary.org/obo/NCIT_C43358
2668	http://purl.obolibrary.org/obo/CHMO_0000941	SEM	SEM design	0.801	ncit	Design	http://purl.obolibrary.org/obo/NCIT_C43358
2674	http://purl.obolibrary.org/obo/CHMO_0000120	aperture SNOM	aperture SNOM identification	0.712	ncit	Material Identification	http://purl.obolibrary.org/obo/NCIT_C138993
2677	http://purl.obolibrary.org/obo/CHMO_0000120	aperture-NSOM	aperture-NSOM administration	0.71	ncit	Administration	http://purl.obolibrary.org/obo/NCIT_C25409
2688	http://purl.obolibrary.org/obo/CHMO_0000120	NSOM	NSOM testing	0.787	ncit	Testing	http://purl.obolibrary.org/obo/NCIT_C15336
2690	http://purl.obolibrary.org/obo/CHMO_0000120	NSOM	NSOM study	0.74	ncit	Study	http://purl.obolibrary.org/obo/NCIT_C63536
2692	http://purl.obolibrary.org/obo/CHMO_0000120	SNOM	SNOM testing	0.787	ncit	Testing	http://purl.obolibrary.org/obo/NCIT_C15336
2693	http://purl.obolibrary.org/obo/CHMO_0000120	SNOM	SNOM review	0.76	ncit	Review	http://purl.obolibrary.org/obo/NCIT_C42729
2697	http://purl.obolibrary.org/obo/CHMO_0000239	GF-AAS	GF-AAS process	0.75	ncit	Human Cells, Tissues, and Cellular and Tissue-Based Products Processing	http://purl.obolibrary.org/obo/NCIT_C133285
2699	http://purl.obolibrary.org/obo/CHMO_0000239	GF-AAS	GF-AAS identification	0.832	ncit	Biologic Entity Classification	http://purl.obolibrary.org/obo/NCIT_C164374
