	count	term	ror_id	ror_label	priority	exact_match?	Manual review?	Good?	ror_id	ror_label	notes
957	47	National Science Foundation of China | National Natural Science Foundation of China-Yunnan Joint Fund (NSFC-Yunnan Joint Fund)	https://ror.org/01h0zpd94	National Natural Science Foundation of China	3	FALSE	No				
157	414	Natural Science Foundation of China	https://ror.org/01h0zpd94	National Natural Science Foundation of China	3	FALSE	No				
613	81	Natural Science Foundation of Chongqing	https://ror.org/01h0zpd94	National Natural Science Foundation of China	3	FALSE	No				
684	71	Natural Science Foundation of Guangxi Province	https://ror.org/01h0zpd94	National Natural Science Foundation of China	3	FALSE	No				
252	224	Natural Science Foundation of Shanghai	https://ror.org/01h0zpd94	National Natural Science Foundation of China	3	FALSE	No				
78	1115	the National Natural Science Foundation of China	https://ror.org/01h0zpd94	National Natural Science Foundation of China	3	FALSE	No				
226	264	The National Natural Science Foundation of China	https://ror.org/01h0zpd94	National Natural Science Foundation of China	3	FALSE	No				
987	46	the National Nature Science Foundation of China	https://ror.org/01h0zpd94	National Natural Science Foundation of China	3	FALSE	No				
812	58	the National Science Foundation of China	https://ror.org/01h0zpd94	National Natural Science Foundation of China	3	FALSE	No				
706	69	the Natural Science Foundation of China	https://ror.org/01h0zpd94	National Natural Science Foundation of China	3	FALSE	No				
243	236	National Research Foundation of Korea (NRF)	https://ror.org/013aysd81	National Research Foundation of Korea	3	FALSE	No				
629	78	Fonds National de la Recherche Luxembourg	https://ror.org/039z13y21	National Research Fund Luxembourg	3	FALSE	No				
338	162	Novo Nordisk Foundation Center for Protein Research	https://ror.org/04txyc737	Novo Nordisk Foundation	3	FALSE	No				
870	53	Novo Nordisk Foundation Section for Basic Stem Cell Biology	https://ror.org/04txyc737	Novo Nordisk Foundation	3	FALSE	No				
238	239	NNF Center for Basic Metabolic Research	https://ror.org/02s32fb62	Novo Nordisk Foundation Center for Basic Metabolic Research	3	FALSE	No				
283	203	Basic Energy Sciences	https://ror.org/05mg91w61	Office of Basic Energy Sciences	3	FALSE	No				
931	49	"U.S. Department of Energy, Office of Science, Basic Energy Sciences"	https://ror.org/05mg91w61	Office of Basic Energy Sciences	3	FALSE	No				
361	144	Department of Science and Technology of Sichuan Province	https://ror.org/04323m874	Science and Technology Department of Sichuan Province	3	FALSE	No				
593	84	Sichuan Province Science and Technology Support Program	https://ror.org/04323m874	Science and Technology Department of Sichuan Province	3	FALSE	No				
392	135	Sigrid Juséliuksen Säätiö	https://ror.org/00ckakm23	Sigrid Jusélius Foundation	3	FALSE	No				
886	52	Sigrid Juselius Foundation	https://ror.org/00ckakm23	Sigrid Jusélius Foundation	3	FALSE	No				
817	57	Steno Diabetes Center Aarhus (SDCA)	https://ror.org/03w7awk87	Steno Diabetes Center	3	FALSE	No				
416	128	Steno Diabetes Center Copenhagen (SDCC)	https://ror.org/03w7awk87	Steno Diabetes Center	3	FALSE	No				
769	62	Takeda Pharmaceutical Company	https://ror.org/04hjbmv12	Takeda	3	FALSE	No				
690	70	Technische Universität München	https://ror.org/02kkvpp62	Technical University of Munich	3	FALSE	No				
971	46	Francis Crick Institute	https://ror.org/04tnbqb63	The Francis Crick Institute	3	FALSE	No				
515	98	Ministry of Education and Science of the Russian Federation	https://ror.org/00ghqgy32	The Ministry of Education and Science of the Russian Federation	3	FALSE	No				
277	207	Ministry of Science and Higher Education of the Russian Federation	https://ror.org/00ghqgy32	The Ministry of Education and Science of the Russian Federation	3	FALSE	No				
364	143	Research Council of Norway	https://ror.org/00epmv149	The Research Council of Norway	3	FALSE	No				
244	236	National Science Foundation (NSF)	https://ror.org/021nxhr62	U.S. National Science Foundation	3	FALSE	No				
796	59	US National Science Foundation	https://ror.org/021nxhr62	U.S. National Science Foundation	3	FALSE	No				
339	160	Air Force Office of Scientific Research	https://ror.org/011e9bt93	United States Air Force Office of Scientific Research	3	FALSE	No				
382	138	Army Research Office	https://ror.org/05epdh915	United States Army Research Office	3	FALSE	No				
523	96	U.S. Department of Energy (DOE)	https://ror.org/01bj3aw27	United States Department of Energy	3	FALSE	No				
819	57	U.S. Fish and Wildlife Service	https://ror.org/04k7dar27	United States Fish and Wildlife Service	3	FALSE	No				
873	53	Universitätsklinikum Hamburg-Eppendorf (UKE)	https://ror.org/01zgy1s35	University Medical Center Hamburg-Eppendorf	3	FALSE	No				
530	95	Università degli Studi di Padova	https://ror.org/00240q980	University of Padua	3	FALSE	No				
650	76	Universität Zürich	https://ror.org/02crff812	University of Zurich	3	FALSE	No				
360	144	DBT-Wellcome Trust India Alliance	https://ror.org/04reqzt68	Wellcome Trust/DBT India Alliance	3	FALSE	No				
789	60	"West China Hospital, Sichuan University"	https://ror.org/007mrxy13	West China Hospital of Sichuan University	3	FALSE	No				
686	71	Yonsei University College of Medicine	https://ror.org/00tfaab58	Yonsei University College of Dentistry	3	FALSE	No				
136	487	Natural Science Foundation of Zhejiang Province	https://ror.org/04aqat463	Zhejiang Provincial Natural Science Foundation	3	FALSE	No				
511	99	Zhejiang Provincial Natural Science Foundation of China	https://ror.org/04aqat463	Zhejiang Provincial Natural Science Foundation	3	FALSE	No				
