_id	Name	Description	Model	Predictions
GSE98006	Retinoic acid suppresses MYB in adenoid cystic carcinoma [ChIP-seq]	Translocations that drive overexpression of the oncogenic transcription factor MYB are molecular hallmarks of adenoid cystic carcinoma (ACC), a malignant salivary gland tumor. Surgical resection, whenever possible, is the standard therapy for ACC, but there are no available therapeutic options available if surgery fails. Here we performed a chemical genetic screen using a zebrafish embryo culture system and identified retinoic acid agonists as potent suppressors of c-myb. Retinoic acid treatment strongly decreased c-myb gene expression in U937 cells and suggested a direct transcriptional mechanism of regulation. Retinoic acid agonists strongly inhibited tumor growth in vivo in different ACC patient derived xenograft models. Analysis of the xenografts revealed a significant decrease in MYB binding at translocated enhancers, thereby disrupting the MYB positive feedback loop that drives ACC. Our findings identify an important role of retinoic acid in MYB regulation and as a potential new effective therapy for ACC. ChIP-seq analysis of myb, RAR, and H3K27ac in ACC xenograft samples treated with vehicle or ATRA	gpt-3.5-turbo	['ChIP-seq', 'Chemical genetic screen', 'Zebrafish embryo culture system', 'Gene expression analysis', 'Xenograft models']
GSE225785	Cathepsin W restrains peripheral regulatory T cells for mucosal immune quiescence	To investigate the molecular mechanisms of how CTSW regulates pTreg cells generation and function, we performed mRNA sequencing and found a set of genes regulated by Foxp3 was differentially expressed in CTSW-deficient compared to control pTreg cells Comparative gene expression profiling analysis of RNA-seq data for pTreg cells from WT and CTSW KO mice	gpt-3.5-turbo	['mRNA sequencing, comparative gene expression profiling analysis, RNA-seq data analysis']
GSE51802	Association of CREB3L1 with promoters in LN4D6 CREB3L1 cells	The unfolded protein response (UPR) is activated in response to hypoxia-induced stress such as in the tumor microenvironment.  This study examined the role of CREB3L1 (cAMP-responsive element-binding protein 3-like protein 1), a member of the UPR, in breast cancer development and metastasis.  Initial experiments identified the loss of CREB3L1 expression in metastatic breast cancer cell lines compared to low- or non-metastatic cell lines.  When metastatic cells were transfected with CREB3L1 they demonstrated reduced invasion and migration in vitro, as well as a significantly decreased ability to survive under non-adherent or hypoxic conditions.  Interestingly, in an in vivo rat mammary tumor model, CREB3L1 expressing cells not only failed to form metastases compared to CREB3L1 null cells but regression of the primary tumors was seen in 70% of the animals as a result of impaired angiogenesis.  Microarray and ChIP on Chip analyses identified changes in the expression of many genes involved in cancer development and metastasis, including a decrease in those involved in angiogenesis.  These data suggest that CREB3L1 plays an important role in suppressing tumorgenesis and loss of expression is required for the development of a metastatic phenotype.CREB3L1 is a member of the unfolded protein response family of proteins. CREB3L1 expression is lost from metastatic breast cancer cells. We wanted to determine the promoters of genes that CREB3L1 bound to. Idenification of promoters to which CREB3L1 is bound following ChIP with a HA antibody or control.	gpt-3.5-turbo	['Unfolded protein response', 'Transfection', 'Invasion assay', 'Migration assay', 'Cell survival assay', 'ChIP on Chip analysis', 'Microarray analysis']
GSE94302	Suppression of B-cell development genes is key to glucocorticoid efficacy in treatment of acute lymphoblastic leukemia	Glucocorticoids (GCs) are a central component of combination chemotherapy for childhood B-cell precursor acute lymphoblastic leukemia (B-ALL). GCs work by activating the glucocorticoid receptor (GR), a ligand induced transcription factor, which in turn regulates genes that induce leukemic cell death.  Which GR-regulated genes are required for GC cytotoxicity, the pathways that affect their regulation, and how resistance arises are not well understood. Here we systematically integrate the transcriptional response of B-ALL to GCs with a next-generation shRNA screen to identify GC-regulated “effector” genes that contribute to cell death as well as genes that affect the sensitivity of B-ALL cells to dex. This analysis reveals a pervasive role for GCs in suppression of B-cell development genes that is linked to therapeutic response. Inhibition of PI3Kδ, a lynchpin in the pre-B-cell receptor and IL7R signaling pathways critical to B-cell development, with CAL-101 (idelalisib), interrupts a double-negative feedback loop, enhancing GC-regulated transcription to synergistically kill even highly resistant B-ALL with diverse genetic backgrounds. This work not only identifies numerous opportunities for enhanced lymphoid-specific combination chemotherapy that have the potential to overcome treatment resistance, but is also a valuable resource for understanding GC biology and the mechanistic details of GR-regulated transcription.Please note that the cell lines and primary samples were processed and normalized separately. The data submitted include the gene expression profiles for 11 cell lines and three primary patient samples.  The cells were all treated in the same way: grown in RPMI plus 10% FBS @ 37˚C with 5% CO2; treated for 4 hours with either 1µM dexamethasone, or 0.1% ethanol as a control; RNA was harvested then run on Illumina HT12 v 4 arrays.  There are at least three reapeats for each treatment and control.Control repeats have the suffix U* whereas the treated have either I* or D* as a suffix.	gpt-3.5-turbo	['Next-generation shRNA screen', 'Gene expression profiling', 'RNA harvesting', 'Illumina HT12 v 4 arrays analysis']
GSE157461	Combinatorial effects of amyloid beta and cytokines on primary human astrocytes	Natural functions of the amyloid beta (Aβ) peptide are incompletely understood. We studied the effects nanomolar concentrations of Aβ in combination with known pro-inflammatory cytokines on primary human astrocytes, a cell type increasingly implicated in neurodegeneration. RNA-seq was performed to profile changes in astrocyte transcriptomes in response to high and low concentration Aβ alone, as well as low concentration Aβ and/or the cytokines C1q, TNF-α and IL-1α. Experiments were performed in triplicate within cells from one donor/supplier, and in triplicate using cells from three different donors/suppliers (to identify conserved biological responses). PolyA RNA isolated and purified from flash-frozen primary human astrocytes treated with high (1 µM) or low (10 nM) dose Aβ and/or 10 nm cytokines C1q, TNF-α or IL-1α.	gpt-3.5-turbo	['RNA-seq', 'PolyA RNA isolation', 'RNA purification']
GSE33163	HDAC3 requirement for the inflammatory gene expression program in macrophages [ChIP_Seq]	Pan-Hdac inhibitors (HDACi) are endowed with a potent anti-inflammatory activity, but the relative role of each of the eleven Hdac proteins sensitive to HDACi to the inflammatory gene expression program is unknown. Using an integrated genomic approach we found that Hdac3-deficient macrophages are unable to activate almost half of the inflammatory gene expression program when stimulated with lipopolysaccharide (LPS). A large part of the activation defect is due to loss of basal and LPS-inducible expression of IFNb, which in basal cells maintains Stat1 protein levels, and after stimulation acts in an autocrine/paracrine manner to promote a secondary wave of Stat1-dependent gene expression. We show that loss of Hdac3-mediated repression of nuclear receptors leads to hyperacetylation of thousands of genomic sites and associated gene derepression. The upregulation of the constitutively expressed prostaglandin endoperoxide synthase, Ptgs1 (Cox-1), has a causative role in the phenotype, since its chemical inhibition reverts the Ifnb activation defect. These data may have relevance for the use of selective Hdac inhibitors as anti-inflammatory agents. Chromatin immuno-precipitations of H4 histone pan-acetylation followed by multiparallel sequencing performed in murine bone marrow-derive macrophages. Experiments carried out in untreated cells as well as in cells treated for 4hrs with lipopolysaccharide (LPS), for both HDAC3 +/- (wt) and HDAC3 -/- (KO) mice.	gpt-3.5-turbo	['Chromatin immuno-precipitation (ChIP)', 'Multiparallel sequencing']
GSE92160	eCLIP from HepG2 (ENCSR916SRV)	eCLIP experiment on HepG2 against TBRG4For data usage terms and conditions, please refer to http://www.genome.gov/27528022 and http://www.genome.gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14.pdf https://www.encodeproject.org/ENCSR916SRV/	gpt-3.5-turbo	['eCLIP']
GSE91709	ChIP-seq from K562 (ENCSR376WCJ)	IRF2 ChIP-seq on human K562For data usage terms and conditions, please refer to http://www.genome.gov/27528022 and http://www.genome.gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14.pdf https://www.encodeproject.org/ENCSR376WCJ/	gpt-3.5-turbo	['ChIP-seq']
GSE153099	Gene therapy of dominant CRX-Leber congenital amaurosis using patient retinal organoids II	Mutations in the cone-rod homeobox (CRX) transcription factor lead to distinct retinopathy phenotypes, including early-onset vision impairment in dominant Leber congenital amaurosis (LCA). Using induced pluripotent stem cells (iPSCs) from a patient with CRX-I138fs mutation, we established an in vitro model of CRX-LCA in retinal organoids that exhibit defective photoreceptor maturation by histology and gene profiling including diminished expression of visual opsins. Gene therapy by delivery of an additional correct CRX allele using an AAV vector partially restored photoreceptor phenotype and expression of phototransduction-related genes as revealed by single cell RNA-sequencing. Retinal organoids derived from iPSCs of a second dominant CRX-LCA patient carrying a K88N mutation revealed loss of opsin expression as a common phenotype, which could also be alleviated by AAV-mediated overexpression of CRX. Our studies provide the proof-of-concept for development of gene therapy for dominant CRX-LCA and other CRX-retinopathies. Single cell RNA-seq profiling of retinal organoids derived from a control line as well as a patient with a CRX mutation with or without AAV rescue treatment.	gpt-3.5-turbo	['Gene therapy', 'Induced pluripotent stem cells (iPSCs)', 'In vitro modeling', 'Retinal organoids', 'Histology', 'Gene profiling', 'Visual opsins expression', 'AAV vector delivery', 'Single cell RNA-sequencing']
GSE968	Neutrophil transcript abundance following 3/6 hr culture in normoxia, hypoxia and anoxia	Neutrophils are key effector cells of the innate immune response and are required to migrate and function within highly adverse micro-environmental conditions.  These inflammatory sites are characterised by low levels of oxygen.  We examined the relative transcript abundance detected in an apoptosis targeted gene array following invitro neutrophil culture (3/6 hrs)  in normoxic, hypoxic and anoxic conditions.Keywords: repeat sample	gpt-3.5-turbo	['Neutrophil culture', 'Transcript abundance analysis', 'Apoptosis targeted gene array analysis']
