	name	dup_counts
35758	Renaissance Benchmark Results for OpenJDK, HotSpot and GraalVM	3
35762	Renoir: Accelerating Blockchain Validation using State Caching	2
35764	Rent prices	2
35777	Replication Data for: Determination of Intrinsic Effective Fields and Microwave Polarizations by High-Resolution Spectroscopy of Single NV Center Spins	2
35784	Replication Package	2
35788	"Replication Package for ""Global Imbalances and Policy Wars at the Zero Lower Bound"""	2
35799	"Replication Package for the Paper: ""An Empirical Analysis of the Manual Detection of Code Smells via Code Review"""	2
35800	"Replication Package for the Paper: ""Code Smells Detection via Code Review: An Empirical Study"""	2
35804	"Replication Package for the Paper: ""Will Data Influence the Experiment Results?: A Replication Study of Automatic Identification of Decisions"""	2
35805	Replication Package for the Paper: Characteristics and Challenges of Low-Code Development: The Practitioners' Perspective	2
35813	"Replication Package of the study ""Automated Identification and Qualitative Characterization of Safety Concerns Reported in UAV Software Platforms"""	2
35827	Replication files for: Strongmen Cry Too: The Effect of Aerial Bombing on Voting for The Incumbent in Competitive Autocracies	2
35848	"Replication package for: ""Monopoly without a Monopolist: An Economic Analysis of the Bitcoin Payment System"""	2
35849	Replication package for: A Model of Relative Thinking	2
35853	Replication package for: Hours Constraints, Occupational Choice, and Gender: Evidence from Medical Residents	2
35858	Replication package for: The real effects of monetary expansions: evidence from a large-scale historical experiment	2
35859	Replication package for: Using Bid Rotation and Incumbency to Detect Collusion: A Regression Discontinuity Approach	2
35908	Reproduction package for the publication 'New radiative loss curve from updates to collisional excitation in the low-density, optically thin plasmas in SPEX'	2
35909	"Reproduction packages for the paper ""Spectral and Imaging properties of Sgr A∗ from High-Resolution 3 DGRMHD Simulations with Radiative Cooling"""	2
35920	Research Artifact: Test-Case Prioritization for Configuration Testing	2
35930	Research data archive of the sperical shock experiment with Chelyabinsk meteorite	2
35971	Residential Building Image Classifier	3
36052	Results from the monitoring of veterinary medicinal product residues and other substances in live animals and animal products - Austria	2
36053	Results from the monitoring of veterinary medicinal product residues and other substances in live animals and animal products - Belgium	4
36054	Results from the monitoring of veterinary medicinal product residues and other substances in live animals and animal products - Bulgaria	3
36055	Results from the monitoring of veterinary medicinal product residues and other substances in live animals and animal products - Croatia	2
36056	Results from the monitoring of veterinary medicinal product residues and other substances in live animals and animal products - Cyprus	2
36061	Results from the monitoring of veterinary medicinal product residues and other substances in live animals and animal products - Germany	2
36062	Results from the monitoring of veterinary medicinal product residues and other substances in live animals and animal products - Greece	3
36067	Results from the monitoring of veterinary medicinal product residues and other substances in live animals and animal products - North Macedonia	3
36068	Results from the monitoring of veterinary medicinal product residues and other substances in live animals and animal products - Poland	2
36070	Results from the monitoring of veterinary medicinal product residues and other substances in live animals and animal products - Slovakia	3
36071	Results from the monitoring of veterinary medicinal product residues and other substances in live animals and animal products - Slovenia	3
36072	Results from the monitoring of veterinary medicinal product residues and other substances in live animals and animal products - Spain	2
36073	Results from the monitoring of veterinary medicinal product residues and other substances in live animals and animal products - Sweden	3
36074	Results from the monitoring of veterinary medicinal product residues and other substances in live animals and animal products - The Netherlands	3
36118	Revealing Ferroelectric Switching Character Using Deep Recurrent Neural Networks	2
36196	Risk of bias assessments for the Cochrane review 'SARS-CoV-2-neutralising monoclonal antibodies for treatment of COVID-19'	3
36200	Risky Matching	4
36243	Romance Verbal Inflection Dataset 2.0	2
36246	Romanian results from the monitoring of pesticide residues in food	2
36279	Russian Index of the Research Organizations (RIRO)	3
36281	Russo-Ukrainian War Twitter dataset	2
36313	S33 | SOLUTIONSMLOS | Chemicals used for Modelling in SOLUTIONS	2
36316	S38 | SOLNSLMCTPS | SOLUTIONS Predicted Transformation Products by LMC	2
36321	S46 | PFASNTREV19 | List of PFAS reported in Non-Target HRMS Studies (Liu et al 2019)	2
36324	S59 | NPINESCT | Natural Product Insecticides	2
36329	S74 | REFTPS | Transformation Products and Reactions from Literature	7
36341	SAR Stack of Pichincha volcano in Ecuador, from Sentinel-1	4
36344	SARS-CoV-2 Infektionen in Deutschland	27
36347	SARS-CoV-2 Sequenzdaten aus Deutschland	19
36355	SARS-CoV-2-Nowcasting und -R-Schaetzung	35
36356	SARS-CoV-2-PCR-Testungen in Deutschland	3
36376	SC20 VERITAS Dataset	2
36410	SELENE_COU	3
36411	SELENE_COU_test	10
36420	SFB genomes and annotations	3
36423	SGB.Dec20	2
36443	SIGCSE-2021-DistributedSystemsSyllabiDataset	2
36452	SIMPATICO_ES_Citizenpedia_InterimExport	2
36473	SKiYMET Meteor Radar Horizontal Wind at Andes Lidar Observatory 2009-2014	2
36481	SLIVER07	2
36483	SLR Awareness and Need of Migration from Monolithic Legacy Systems to MSA	2
36491	SMART Radar Dataset during Hurricane Harvey (2017)	2
36494	SMART-Miner	3
36509	SN2 Reactions (QCArchive View Formatted)	2
36527	SOFIA Recipe example data	4
36530	SOParallelCorpusReplicationPackage v1.0.0	2
36541	SP2020_eDNA_raw_sequence_files	2
36543	SPACCC_SPLIT	2
36569	SSD2 tool for Veterinary Medicinal Product Residues Occurrence Data	2
36580	SS_15 INITIAL_CONFIG	2
36612	SURVEY ON INFORMED CONSENT (IC) MANAGEMENT DURING THE PANDEMIC	2
36619	SWAVE for LIB recycling	3
36624	SYSTEM_1	7
36645	Sample Attributes	2
36662	Sample data for showyourwork	2
36677	Sample title	2
36686	Sampling-event dataset of short-term monitoring in Poblacion and Kadurong Reefs in Liloan, Cebu, Philippines	2
36695	Sars-Cov-2 training dataset	2
36699	Satellite Sensor Relative Spectral Response data	6
36708	Saving carbon emissions through online learning for overseas students [Data]	2
36732	Scan4CFU: Low-cost, open-source bacterial colony tracking over large areas and extended incubation times	2
36733	Scanning electron microscopy datasets -- Emiliania huxleyi strains from naturally high and low CO2 waters responding to high and low CO2 in the lab	2
36734	Scans and transcriptions of the VOC and the Haarlem notarial deeds archives	2
36749	Scholarly journals publishing articles by family and community physicians in Brazil, up to December 2018	2
36938	SciGRID_gas LKD_Raw	3
36953	Scientists attitudes toward sharing data over time	2
36993	Sea salt optical modeling - output data	2
37012	Seasonal Terrestrial Water Load Modulation of Seismicity at the Southeastern Margin of the Tibetan Plateau Constrained by GNSS and GRACE Data	2
37120	Self-supervised retinal thickness prediction enables deep learning from unlabeled data to boost classification of diabetic retinopathy	2
37124	SemEval-2020 Task 3: Graded Word Similarity in Context	2
37138	Semeval2020_sampled_pairs	2
37299	Short-term and global-wide effusive volcanism on Mercury around 3.7 Ga	2
37322	Siddham Epigraphic Archive - Texts in EpiDoc	2
37331	SignalTrain LA2A Dataset	2
37347	Silene seeds with white cardioid-like Model 4	2
37390	Simulated exome-sequencing data for a family study of lymphoid cancer	2
37439	Simulation data for ECC-CHARMM36 POPC bilayer, 100 lipids/leaflet, 450 mM CaCl2, 310K, GROMACS 5.1.4	2
37468	Simulation results for AGS paper	3
37469	Simulation results for Sars-CoV2 3C-like main protease:  TRAPP analysis of the binding site flexibility and results of the  docking study	2
37472	"Simulation trajectories for the article ""Molecular conformation and bilayer pores in a nonionic surfactant lamellar phase studies with 13C-1H solid-state NMR and molecular dynamics simulations"""	2
37485	Simulations of POPC/POPS membranes with KCl	2
37512	Single Batching Machine Problem Instances from AS/RS	3
37514	Single Cell RNAseq of Mouse Testis	2
37529	Single molecule, full-length transcript sequencing provides insight into the extreme metabolism of ruby-throated hummingbird Archilochus colubris	3
37552	Single-molecule source data files	2
37601	Slovakian results from the monitoring of pesticide residues in food	2
37602	Slovenian results from the monitoring of pesticide residues in food	2
37606	Small RNA-seq data from leaf trichomes, stem trichomes, bald stems and leaf primordiums from different tomato genetic backgrounds	2
37612	Small model output dataset for teaching use	2
37639	Snow depth fractal behavior at the Izas experimental catchment from 2011 to 2017	2
37657	Social contact data for China mainland	2
37669	Social network plasticity decreases disease transmission in a eusocial insect	2
37698	Soil Productivity Degradation in a Long-Term Eroded Olive Orchard under Semiarid Mediterranean Conditions	2
37786	Solar PV data: Current site planning of medium to large solar power systems accelerates the loss of the remaining semi-natural and agricultural habitats	2
37808	Some Dengue fever	2
37840	Source data for gamete binning for an autotetraploid potato cultivar Otava	2
37854	South polar small and medium craters	2
37983	Spike variant predictions	2
37987	Spin Noise Data	2
37999	Sponge dwelling-fauna from the Northwestern Atlantic Ocean: a bibliographic records database.	2
38009	Spread of the non-native anemone Anemonia alicemartinae (Häussermann & Försterra, 2005) along the Humboldt-current large marine ecosystem: an ecological niche model approach	2
38071	"Statistical data for ""Van Allen Probes Observations of Oxygen Ion Cyclotron Harmonic Waves: Statistical Study """	2
38082	Stealth dark matter confinement transition and gravitational waves --- data release	2
38101	Stenson etal 2015 ICESJMarSci fsv202 suppdata	2
38175	Structural Breaks in an Endogenous Growth Model	2
38206	Structures for Particle-in-Cell GPU-Accelerated Applications	2
38208	Student activity data	2
38221	Study questionnaire and material for evaluation of usefulness of digital ecosystem representation	2
38250	Submitted Completed pointings to the Gravitational Wave Treasure Map for event TEST_EVENT	2
38301	Suitability Map of COVID-19 Virus Spread	3
38308	"Summary level-data accompanying ""A functional locus at 8q21.13 associated to FABP4 levels and causally links coronary artery disease and type 2 diabetes"""	2
38311	Summary of sequence variations in strains of Sars-CoV-2	3
38321	Sunspot Daily Dataset (with Missing Values)	3
38350	SuperWASP Variable Star Photometry Archive (VeSPA)	2
38363	"Suppl. Information to ""The tropical coral Pocillopora acuta displays an unusual chromatin structure and shows histone H3 clipping plasticity upon bleaching"""	2
38370	Supplement of gmd-2020-31	2
38383	Supplemental Data S1	2
38397	Supplemental Material Surveillance Improves Outcomes for Carriers of SDHB Pathogenic Variants	3
38411	Supplemental data	2
38415	Supplemental data for the  Puccinia striiformis f. sp. tritici DK0911 genome publication	2
38425	"Supplemental files for ""Eating versus skipping breakfast has no discernible effect on obesity-related anthropometric outcomes: a systematic review and meta-analysis."""	2
38433	Supplemental material to 'Evaluation of force-based and displacement-based out-of-plane seismic assessment methods for unreinforced masonry walls through refined model simulations'	3
38446	"Supplementary Appendix 1b of ""Toward a geography of community health workers in Niger: a geospatial analysis"""	3
38452	Supplementary Data - Nanopore cDNA With and Without mtDNA	3
38473	"Supplementary Data from, ""A Mechanistic Model of Annual Sulfate Concentrations in the U.S."""	2
38478	Supplementary Data: Axion global fits with Peccei-Quinn symmetry breaking before inflation using GAMBIT	3
38491	Supplementary Datasets for dadasnake workflow	2
38499	Supplementary Files	2
38508	Supplementary Information - Investment needs to achieve SDGs: an overview	2
38511	"Supplementary Information for ""Biocatalytic synthesis of 2-Seleno pyrimidine nucleosides via transglycosylation"""	3
38514	"Supplementary Information for ""The Peculiar Case of the Hyperthermostable Pyrimidine Nucleoside Phosphorylase from Thermus thermophilus"""	2
38515	"Supplementary Information for ""UV-Spectroscopic Detection of (Pyro-)Phosphate with the PUB module"""	2
38523	Supplementary Material	2
38528	"Supplementary Material for ""Challenges of Mining Solution Snippets from Stack Overflow: A Taxonomy to Guide Reusability"""	2
38537	Supplementary Material for A Systematic Mapping Study on Architectural Smells Detection	2
38542	"Supplementary Material for Ph.D. thesis: ""Development of a data-intensive centralized system for surveillance and outbreak investigation of bacterial pathogens using whole-genome sequencing"""""	2
38546	"Supplementary Material for the paper ""Efficient Strategies for CEGAR-based Model Checking"""	2
38547	Supplementary Material for the paper: Automatic Document Screening of Medical Literature Using Word and Text Embeddings in an Active Learning Setting	3
38556	Supplementary Materials	3
38566	Supplementary Materials for Genomic insight into Pediococcus acidilactici HN9, a potential probiotic strain isolated from the traditional Thai-style fermented beef Nhang	2
38567	Supplementary Materials for: A Comprehensive Cohort Analysis Comparing Growth and GH Therapy Response in IGF1R Mutation Carriers and SGA Children	3
38576	Supplementary Table 1	4
38584	Supplementary Table 6	2
38598	Supplementary Tables	2
38603	Supplementary Tables ST1-6 for Isoniazid Systematic Review	2
38605	Supplementary Tables for GPS-PBS	2
38608	"Supplementary code and visualisations for ""Seizure pathways change on circadian and slower timescales in individual patients with focal epilepsy"""	2
38653	"Supplementary data to accompany ""Highly variable symbiont fidelity drives symbiont community composition across host species in an obligate symbiosis"""	2
38658	"Supplementary data to: ""Multi-isotopic and trace element evidence against different formation pathways for oyster microstructures"""	2
38659	Supplementary data to: Acceleration of diverging runoff trends on the Third Pole	2
38661	"Supplementary data: ""Challenges in automated high-throughput ab initio thermodynamics of magnetic high-entropy alloys"""	2
38681	Supplementary files	2
38682	Supplementary files PROSPERO #CRD42019122214	2
39145	Supplementary material 1 from: Schenk J, Geisen S, Kleinboelting N, Traunspurger W (2019) Metabarcoding data allow for reliable biomass estimates in the most abundant animals on earth. Metabarcoding and Metagenomics 3: e46704. https://doi.org/10.3897/mbmg.3.46704	2
40243	Supplementary material for Khaldy et al. 2021; Compass cue integration and its relation to the visual ecology of three tribes of ball-rolling dung beetles	2
40246	Supplementary material for paper: Unified Functional Safety Assessment of Industrial Automation Systems	2
40254	"Supplementary material for: ""Swarm Observations of Dawn/Dusk Asymmetries Between Pedersen Conductance in Upward and Downward Field Aligned Current Regions"""	3
40267	Supplementary materials	3
40272	"Supplementary materials for ""Robustness analysis of metabolic predictions in algal microbial communities based on different annotation pipelines"""	2
40301	Supplementary_Videos	2
40313	Support Assets for Figs and Tabs in gmd-2018-292 (Geosci. Model Dev. Discussions)	2
40349	"Supporting Information for ""Utilizing Environmental Tracers to Reduce Groundwater Flow Transport Model Parameter Uncertainties"""	2
40351	Supporting Information for 'forceX and forceR: a mobile setup and R package to measure and analyse a wide range of animal closing forces'	2
40370	"Supporting code and data for: ""ProvBuild: Making Data Scientists More Efficient"""	2
40400	"Supporting data for ""onlineFDR: an R package to control the false discovery rate for growing data repositories"""	2
40411	"Supporting data for manuscript ""A low-cost post-processing technique improves weather forecasts around the world"" (2021) by T. D. Hewson and F. M. Pillosu"	2
40412	"Supporting data for paper ""Developing tools to evaluate non-linear mixed effect models: 20 years on the npde adventure"""	2
40413	Supporting data for paper 'Skye: A Differentiable Equation of State'	2
40422	Supporting data for: A method of  sexing the human os coxae based on logistic regressions and Bruzek's nonmetric traits	2
40426	Supporting data for: Variable habitat depth of the planktonic foraminifera Neogloboquadrina pachyderma in the northern high latitudes explained by sea-ice and chlorophyll concentration	2
40438	Supporting data: Vertebrate biodiversity is higher on Canadian private protected areas than government protected areas	2
40546	Sustainability Literacy	2
40588	Swedish results from the monitoring of pesticide residues in food	3
40632	Synthesis of Fault Traces in SE Louisiana Relative to Infrastructure	2
40661	Synthetic grid in Pypower format	2
40676	Systematic Evaluation and Usability Analysis of Formal Tools for Railway System Design - Technical Annexes	2
40721	TAIR functional annotation data	2
40748	TC-MYNN-ML	2
40764	TECA: Textual Entailment Catalan dataset	2
40769	TERMINUS WP4 Enzyme immobilization, protection, and triggering. TASK 4.1 Experimental data – Biocatalytic red-ox systems based on laccases	2
40791	TESTSYS	2
40793	TF act diff Albert	2
40803	THE CAUCASUS ECONOMIC AND SOCIAL ANALYSIS JOURNAL	6
40866	TRF Reference Files	2
40881	TSE results complementing the European Union summary report on surveillance for the presence of transmissible spongiform encephalopathies (TSE) - Luxembourg	2
40889	TTWISTOR files from LAPSE-RATE	2
40892	TVB Storage folder for Postgres	2
40913	Table S1	3
40939	Tables and Figures complementing the European Union Summary Report on Antimicrobial Resistance in Zoonotic and Indicator Bacteria from Humans, Animals and Food in 2017	2
40945	Tables, Figures and Country Datasets complementing the European Union Summary Report on Zoonoses and Food-borne Outbreaks 2017	2
40947	Tabular summary of knee cartilage segmentation literature	2
40949	Tabulation Result of Molecular Docking Simulation	2
40960	Talon files from LAPSE-RATE	2
40991	Tavor2020	2
40992	Taxonomic and functional diversity of the microbiome in a jet fuel contaminated site as revealed by combined application of in situ microcosms with metagenomic analysis	2
41038	Temperature control on high-resolution SIMS oxygen isotopic compositions in Porites coral skeletons	3
41085	Terretrial LiDAR data collected from St Pancras Old Church, Camden, UK	2
41089	Test	8
41092	Test Assets for ckanext-mongodatastore (Reinhart&Rogoff Experiment)	3
41097	Test Data for GenoPredPipe	2
41099	Test DataFed Upload-5	2
41103	Test Test	3
41104	Test Upload	2
41115	Test data for sv-callers workflow	2
41120	Test data set for macros accompanying the publication Multi-parameter screening method for developing optimized red fluorescent proteins	2
41121	Test dataset	3
41139	Test2	2
41142	Test: pjacksonztest	2
41155	Testing Images For SimCenter AI Models	3
41204	The Archaeal Proteome Project advances knowledge about archaeal cell biology through comprehensive proteomics	2
41229	The Caucasus-Economic and Social Analysis Journal of Southern Caucasus	3
41281	The German research-performing pharmaceutical industry on Twitter	2
41288	The Hidden Midden – Geoarchaeological investigation of sedimentation processes, waste disposal practices and resource management at the La Tène settlement of Basel-Gasfabrik (Switzerland) - Dataset	2
41293	The Impact of COVID-19 on Urban PM2.5 —Taking Hubei Province as an example	2
41365	The POLUSA Dataset: 0.9M Political News Articles Balanced by Time and Outlet Popularity	2
41396	The Role of Community Advisory in The Implementation of Social Reintegration for Ex-Offender	2
41420	The TDI data and corresponding PSD files for PyCBC LISA documentation example	2
41445	The World Atlas of Language Structures Online	3
41504	The coverage of the Dicranopteris dichotoma in subplots and the numbers of the Setaria viridis in subplots of quadrat sampling	2
41521	"The dataset of the paper titled ""Context-Aware Code Change Embedding for Better Patch Correctness Assessment"""	2
41536	The eclipsing binary systems with the delta Scuti component. KIC10661783	2
41623	The hypothesis of a 'core' community receives poor support when confronted with simulated and empirical data	3
41632	The impact of human mobility data scales and processing on movement predictability	3
41656	The influence of social presence on facial affective responses to food images (FSC)	4
41669	The landscape of circulating platelet aggregates in COVID-19	2
41682	The list of QPS status recommended biological agents for safety risk assessments carried out by EFSA	2
41735	The process of HDAC11 Assay Development: time-course study follow-up	2
41769	The repurposing of tebipenem pivoxil as alternative therapy for severe gastrointestinal infections caused by extensively drug resistant Shigella spp.	2
41841	The translational landscape of SARS-CoV-2 and infected cells reveals suppression of innate immune genes	2
41847	The upper airway volume effects produced by Hyrax, Hybrid-Hyrax and Keles Keyless expanders: a single-centre randomised controlled trial	2
41877	Thermal conductivity and compressional velocity of methane at high pressure	2
41897	Thermodynamic stability of quinary alloys	2
41900	Thermodynamics of the metal-insulator transition in the extended Hubbard model from determinantal quantum Monte Carlo	3
41923	This is the 'title': Test Zenodo upload	2
41924	This is the title for testFolder1	27
41925	This is the title for testFolder2	7
41927	This the title for testFolder1	2
41929	Thoracolumbar Spine 3D Meshes (Part-2)	3
41937	Three principles of data science: predictability, computability, and stability (PCS)	2
41971	Time Series Charactersitics of Forecasting Competitions	2
41984	Time series of Inland Surface Water Dataset in China (ISWDC)	2
42013	TinySOL: an audio dataset of isolated musical notes	3
42016	Titanic	2
42021	TnB AE data set	2
42076	Torrent frogs emit acoustic signals with narrow band frequencies in habitats with more persistent biotic noise	2
42129	ToxicoDB: an integrated database to mine and visualize large-scale toxicogenomic datasets	2
42130	ToxicoDB: an integrated database to mine and visualize large-scale toxicogenomic datasets (TGGATEs human dataset)	2
42134	Toxicogenomic profiles of neuronal targeting insecticides in zebrafish embryos as non-target aquatic vertebrate model	2
42163	Traders in Food Systems are Keystone Actors for Water Stewardship	2
42181	Training Data for 'ewas_suite' Analysis	2
42193	Training data for 'Genome annotation with Apollo' tutorial (Galaxy Training Material)	2
42196	Training data for 'Preparing genomic data for phylogeny reconstruction' (Galaxy Training Material)	2
42200	Training data for benchtop NMR and UV/vis spectroscopy for Artificial Neural Networks	2
42205	Training dataset from the Da Vinci Research Kit	2
42207	Training dataset: Statistical analysis of a HEK/Ecoli Spike-in DIA dataset using MSstats	2
42297	Tree bark identification dataset (BARK-KR)	2
42308	Tree species phenology survey suitable for Sentinel-2	2
42309	Tree species reference samples in southwest of France	2
42322	Trialstreamer PubMed RCTs 2020-04-26	3
42323	Trialstreamer data	17
42398	TrypTag: plate R4205 (replicate dated 20180119)	2
42427	TrypTag: plate U8522 (replicate dated 20161019)	2
42440	TuDeT: Tupían Dependency Treebank	2
42456	Turkic basic vocabularies	2
42477	Twenty-two Historical Encyclopedias Encoded in TEI: a New Resource for the Digital Humanities	2
42525	UAV bugs dataset and taxonomy	4
42621	Ultrasonic Imaging of Spherical Physical Models	2
42629	Umimayanthus nakama SPAdes preassembly	2
42656	"Underlying data for ""Metabolism of remimazolam in primary human hepatocytes during continuous long-term infusion in a 3D bioreactor system"""	2
42672	Understanding the Impact of Digital Technology: a Case Study in Rural Areas [Supplementary Material]	4
42694	Ungulates mitigate the effects of drought and shrub encroachment on the fire hazard of Mediterranean oak woodlands	2
42698	UniToBrain Dataset	2
42703	Unilateral below-knee prosthesis users walking on uneven terrain: the effect of adding a toe joint to a passive prosthesis	2
42706	Uniprot_Entrez_mapping	2
42714	United Kingdom results from the monitoring of pesticide residues in food	3
42757	Upper-body movements: precise tracking of human motion using inertial sensors	2
42796	Usage Testing Project Artifacts	2
42880	VC1063 nlp-15(ok1512)I | 2010-03-17T10:35:00+00:00	2
43100	VERTEX 2.0 Rat Neocortex Simulation Results	2
43102	VEUNDMINT Analysis dataset	2
43117	VPAIR - Sample Data	2
43123	VS.	2
43127	VTSCat: The VERITAS Catalog of Gamma-Ray Observations	4
43198	Variation in trends of consumption based carbon accounts	3
43215	Vectors for Goode's Homolosine projection	2
43230	Veillon et al. (2020), Geoscientific Model Development : data and development	2
43232	Velocity and viscosity models for southern Patagonia, from the GUANACO experiment	2
43248	Verkehrsmodellierung im UVEK; Daten Zustand 2017	2
43294	Viral Communication: Trajectories of Experience through the Pandemic - A Qualitative Longitudinal Dataset	2
43296	Viral integration transforms chromatin to drive oncogenesis: data and results	2
43318	Visitation rate of four bee groups within the Calanques National park, Marseille, France	2
43334	VivoLab Sys 1	2
43336	VivoLab Sys 3	4
43364	W and b arrays	3
43388	WILIAM Task 7.4	2
43392	WMT-SLT SRF: Training data for the WMT shared task on sign language translation (poses)	2
43431	WWV Centennial Frequency Measurement	2
43486	WaterBench-Iowa: A Large-scale Benchmark Dataset for Data-Driven Streamflow Forecasting	2
43501	Waveform Data -NbConst_Syn	2
43539	WebScrapping Cocktail HTML	2
43543	Webis Query Interpretation Corpus 2022 (Webis-QInC-22)	2
43544	Webis Query Spelling Corpus 2017 (Webis-QSpell-17)	2
43587	What do package dependencies tell us about semantic versioning?	2
43606	Where is Region 1 field-aligned current generated?	2
43639	WiPerf Vehicular Wi-Fi Performance Monitoring Dataset	2
43653	Wikidata Dump	28
43665	Wikidata Dump Indian_Politician_Properties	2
43667	Wikidata Dump KitchenOBJs	8
43673	Wikidata Dump P279	4
43681	Wikidata Dump SnomedCT_metadata	2
43693	Wikidata Dump drinks_all	2
43711	Wikidata Dump test	2
43712	Wikidata Dump test1	2
43713	Wikidata Dump test_physics	4
43715	Wikidata Dump tt	2
43754	Wind Speed vs Spanish Power Prices	2
43765	Wind-generated Gravity Waves Retrieval from Sea Surface Elevation by Airborne Ka-band Interferometric Altimeter	2
43774	Wireless Link Quality Estimation on FlockLab - and Beyond	5
43880	Xe···OCS: Relatively straightforward?	3
43971	Zhaojie yu G-cubed submitted	2
44061	ajonko/grass-fire-metrics	2
44079	annex dataset	4
44191	clean voice of 6 singer for singer identification	2
44231	data	6
44243	data for 2021JD036418	2
44259	data set	2
44297	data_for_fmri_workshop_LLN	2
44300	data_upload_test	3
44302	dataset	2
44303	dataset + results	2
44341	david-e-rupp/ColdAirPoolingHJA: ColdAirPoolingHJA	2
44351	delete	6
44352	deleted	4
44357	dev-s	5
44358	dev-s2	4
44359	dev-s4	3
44376	driverMAPS run results for 20 tumor types from TCGA	2
44419	eggNOG Mapper annotations of Mouse, Dog and Pig gut gene catalogs	2
44450	fUS imaging of ferret auditory cortex during passive listening of natural sounds	2
44457	filipluca/SA_GWAS v0.1.0-beta	2
44832	front-end system1	8
44833	front-end system2	8
44838	gCSI	5
44900	hdblp: historical data of the dblp collection	2
44939	iRON_Soil_Moisture_Uncalibrated_2013_2017	2
44946	ignition delay experiment	3
44961	jEPlus project files and results of simulation of apartment room model with NURBS lined shading	2
44969	josoga2/eccebp-alpha-project: F1000 Code Release	2
44990	leap_system1	3
45001	lexibank/logos: LOGOS	2
45006	lexibank/suntb: Sun ZMYYC [Tibeto-Burman phonology and lexicon]	2
45008	lexibank/tls: Tanzania Language Survey (TLS)	2
45015	lingpy/language-island-paper: Bangime and Friends	2
45091	manual large-variance clone validation results	4
45112	metannotate_databases	2
45127	mlpack.org datasets	2
45146	msd-errors - Data for AgCrSe2 figures	10
45147	msd-errors - Data for diffusion coefficient and offset figures	6
45148	msd-errors - Data for scaling figures	3
45149	msd-errors - Data for the LLZO figure	16
45150	msd-errors - Data for variance and covariance figure	11
45151	msd-errors - Random walk data	6
45193	pH sensor ageing experiment (SoDAN-dataset1)	2
45198	pY and pSTY phosphoproteomic data for interactive volcano plots - by Glykofridis et al.	2
45204	pastinhaLinda title	4
45205	pathway curation tool data	2
45223	pofatu/pofatu-data: Pofatu, a curated and open-access database for geochemical sourcing of archaeological materials	3
45224	pointdata	5
45230	processed datasets of deepsignal-plant	2
45233	proteins.Rds	2
45263	qdgc Uganda	2
45324	sardinia_pr_GFDL-ESM2M_rcp2p6_2006-2099_monthly.dat	2
45328	sardinia_pr_GFDL-ESM2M_rcp6p0_2006-2099_monthly.dat	2
45329	sardinia_pr_GFDL-ESM2M_rcp8p5_2006-2099_monthly.dat	2
45331	sardinia_pr_HadGEM2-ES_rcp4p5_2005-2099_monthly.dat	2
45337	sardinia_pr_NorESM1-M_historical_1961-2005_monthly.dat	2
45338	sardinia_pr_NorESM1-M_rcp4p5_2006-2099_daily.nc4	2
45341	sardinia_rhs_GFDL-ESM2M_historical_1961-2005_daily.nc4	2
45342	sardinia_rhs_GFDL-ESM2M_historical_1961-2005_monthly.dat	2
45344	sardinia_rhs_GFDL-ESM2M_rcp2p6_2006-2099_monthly.dat	2
45348	sardinia_rhs_GFDL-ESM2M_rcp6p0_2006-2099_monthly.dat	2
45351	sardinia_rhs_HadGEM2-ES_rcp2p6_2005-2099_daily.nc4	2
45357	sardinia_rhs_MIROC-ESM-CHEM_rcp8p5_2006-2099_daily.nc4	2
45361	sardinia_rhs_NorESM1-M_rcp8p5_2006-2099_daily.nc4	2
45364	sardinia_rlds_GFDL-ESM2M_rcp2p6_2006-2099_monthly.dat	2
45367	sardinia_rlds_GFDL-ESM2M_rcp6p0_2006-2099_monthly.dat	2
45372	sardinia_rlds_HadGEM2-ES_rcp2p6_2005-2099_monthly.dat	2
45374	sardinia_rlds_HadGEM2-ES_rcp6p0_2005-2099_daily.nc4	2
45375	sardinia_rlds_MIROC-ESM-CHEM_historical_1961-2005_daily.nc4	2
45378	sardinia_rlds_NorESM1-M_rcp2p6_2006-2099_monthly.dat	2
45386	sardinia_rsds_GFDL-ESM2M_rcp2p6_2006-2099_monthly.dat	3
45388	sardinia_rsds_GFDL-ESM2M_rcp4p5_2006-2099_monthly.dat	2
45390	sardinia_rsds_GFDL-ESM2M_rcp8p5_2006-2099_daily.nc4	2
45391	sardinia_rsds_GFDL-ESM2M_rcp8p5_2006-2099_monthly.dat	2
45399	sardinia_rsds_MIROC-ESM-CHEM_rcp2p6_2006-2099_daily.nc4	2
45408	sardinia_tas_GFDL-ESM2M_historical_1961-2005_monthly.dat	2
45409	sardinia_tas_GFDL-ESM2M_rcp2p6_2006-2099_daily.nc4	2
45417	sardinia_tas_HadGEM2-ES_rcp8p5_2005-2099_daily.nc4	2
45428	sardinia_tasmax_GFDL-ESM2M_rcp4p5_2006-2099_monthly.dat	2
45430	sardinia_tasmax_GFDL-ESM2M_rcp6p0_2006-2099_monthly.dat	2
45431	sardinia_tasmax_GFDL-ESM2M_rcp8p5_2006-2099_monthly.dat	3
45438	sardinia_tasmax_MIROC-ESM-CHEM_rcp4p5_2006-2099_daily.nc4	2
45442	sardinia_tasmax_NorESM1-M_rcp4p5_2006-2099_daily.nc4	2
45445	sardinia_tasmin_GFDL-ESM2M_historical_1961-2005_daily.nc4	2
