Data Set,Data Set Version,Apollo,Contact,Contact institution,Release # and date,Build Number Introduced,Category,Data Set Name,dataset_id,Organism(s) (source or reference),Publications,Release Policy,Short Attribution,Summary,Type,Genes,
<i>Plasmodium gaboni</i> strain SY75 Genome Sequence and Annotation,6/16/2016,Apollo,Beatrice H. Hahn,University of Pennsylvania,"PlasmoDB rel. 51, 2021-MAR-16",32,Genomes,pgabSY75_primary_genome_RSRC,DS_ad7ca8af25,<i>Plasmodium gaboni</i> strain SY75<br>,"27002652, 29784978",N/A,Beatrice H. Hahn,Genome sequence and annotation of <i>Plasmodium gaboni</i> strain SY75,genome,5431,
Array probe sequences,6/28/2017,Apollo,Zbynek Bozdech,"School of Biological Sciences, Nanyang Technological University","PlasmoDB rel. 1.0, 01-JAN-05",0,Array Probes,pknoH_microarrayPlatform_GPL19374_Bozdech_RSRC,DS_aedf3ecd58,<i>Plasmodium knowlesi</i> strain H<br>,25880967,N/A,Zbynek Bozdech,Probe sequences from the <i>P. knowlesi</i>.,transcript_expression_platform,N/A,
Nucleosome Occupancy during life cycle (MAINE),11/24/2009,Apollo,Karine LeRoch,"Department of Molecular, Cell and Systems Biology, University of California, Riverside","PlasmoDB rel. 1.0, 01-JAN-05",0,CHIP Seq,pfal3D7_Le_Roch_mnase_chipSeq_RSRC,DS_af6eebcba4,<i>Plasmodium falciparum</i> 3D7<br>,20054063,N/A,LeRoch et al.,Nucleosome occupancy across the <i>P. falciparum</i> 3D7 life cycle determined by ChIP-sequencing (MAINE),transcript_expression,N/A,
Genome-wide HP1 occupancy in P. yoelii yoelii YM schizonts,8/15/2017,Apollo,Richard Bartfai and Till Voss,Radboud University and University of Basel,"PlasmoDB rel. 42, 2019-MAR-07",42,CHIP Seq,pyoeyoelii17X_Fraschka_Py_HP1_chipSeq_RSRC,DS_b16ffaf81b,<i>Plasmodium yoelii</i> yoelii 17X<br>,29503181,N/A,Fraschka et al.,Genome-wide occupancy of HP1 in <i>P. yoelii</i> yoelii YM schizonts,transcript_expression,N/A,
<i>Plasmodium vinckei</i> brucechwatti DA Genome Sequence and Annotation,8/6/2020,N/A,Arnab Pain,King Abdullah University of Science and Technology,"PlasmoDB rel. 53, 2021-JUL-21",53,Genomes,pvinbrucechwattiDA_primary_genome_RSRC,DS_b18630dd54,<i>Plasmodium vinckei</i> brucechwatti DA<br>,33888092,N/A,Arnab Pain,Genome Sequence and Annotation of <i>Plasmodium vinckei</i> brucechwatti DA,genome,5332,
Dual transcriptomes of malaria-infected Gambian children (RNA-Seq),2018_07_04,Apollo,Aubrey Cunnington,"Section of Paediatrics, Imperial College","PlasmoDB rel. 46, 2019-NOV-06",46,RNASeq,pfal3D7_Lee_Gambian_ebi_rnaSeq_RSRC,DS_b1ac1e329c,<i>Plasmodium falciparum</i> 3D7<br>,29950443,N/A,Lee et al.,Dual transcriptomic analysis of human and Plasmodium from blood of 46 Gambian children diagnosed with malaria.,transcript_expression,N/A,
HT motif for protein export to the erythrocyte membrane.,2004,Apollo,Kasturi Haldar,"Department of Microbiology-Immunology, Feinberg School of Medicine, Northwestern University","PlasmoDB rel. 1.0, 01-JAN-05",0,"Sequence sites, features and motifs",pfal3D7_cellularLocation_Haldar_RSRC,DS_b40fb18534,<i>Plasmodium falciparum</i> 3D7<br>,15591203,N/A,Kasturi Haldar,"An 11-amino acid signal required for the secretion of proteins from the <i>P. falciparum</i> 
vacuole to the human erythrocyte was identified leading to a predicted secretome.",aa_feature,N/A,
Aligned genomic sequence reads - 65 Gambian Isolates,1,Apollo,Alfred Amambua-Ngwa,"Medical Research Council Unit, Fajara, Banjul, The Gambia","PlasmoDB rel. 1.0, 01-JAN-05",0,Genetic variation,pfal3D7_HTS_SNP_Conway_HTS_SNP_RSRC,DS_b46b0509cf,<i>Plasmodium falciparum</i> 3D7<br>,23133397,N/A,Alfred Amambua-Ngwa,"Whole genome resequencing data from 65 Gambian clinical isolates of <i>P. falciparum</i> were used to call SNPs 
       and determine CNV at the gene and chromosome level.",isolates,N/A,
<i>Plasmodium yoelii</i> yoelii 17XNL Genome Sequence and Annotation,9/1/2005,N/A,GenBank,NCBI,"PlasmoDB rel. 51, 2021-MAR-16",0,Genomes,pyoeyoelii17XNL_primary_genome_RSRC,DS_b4f8d885ec,<i>Plasmodium yoelii</i> yoelii 17XNL<br>,"12368865, 15580778",N/A,GenBank,Genome Sequence and Annotation of <i>P. yoelii</i> 17XNL,genome,7774,
<i>Plasmodium yoelii</i> yoelii 17X Genome Sequence and Annotation,9/1/2020,Apollo,GeneDB,"GeneDB, Wellcome Sanger Institute","PlasmoDB rel. 68, 2024-MAY-07",20,Genomes,pyoeyoelii17X_primary_genome_RSRC,DS_b5a76b5939,<i>Plasmodium yoelii</i> yoelii 17X<br>,25359557,N/A,GeneDB,Genome Sequence and Annotation of <i>P. yoelii</i> 17X,genome,6263,
Chabbert_TSS,2015_05_29_gus4,Apollo,Christophe Chabbert,N/A,"PlasmoDB rel. 26, 2015-OCT-10",26,"Sequence sites, features and motifs",pfal3D7_Chabbert_TSS_GFF_RSRC,DS_b65be4439d,<i>Plasmodium falciparum</i> 3D7<br>,26947071,N/A,Christophe Chabbert,TSS regions for <i>P.falciparum</i> 3D7.,feature,N/A,
Distinct physiological states of malaria infected patients,1,Apollo,Johanna Daily,Harvard,"PlasmoDB rel. 1.0, 01-JAN-05",0,DNA Microarray Assay,pfal3D7_microarrayExpression_Daily_Patients_RSRC,DS_b68fa5803c,<i>Plasmodium falciparum</i> 3D7<br>,18046333,N/A,Johanna Daily,"Steady state whole genome expression profiles of parasites derived from venous blood samples of 
       43 patients were determined using a previously reported custom made Affy array (Scrmalaria) based on the laboratory strain 3D7.",transcript_expression,N/A,
"Ring, Oocyst and Sporozoite Transcriptomes",1/6/2017,Apollo,Artur Scherf,Unite de Biologie des Interactions Hote-Parasite,"PlasmoDB rel. 38, 2018-JUL-05",38,RNASeq,pfal3D7_Scherf_Ring_Oocyst_Sporozoite_ebi_rnaSeq_RSRC,DS_b6cdce990b,<i>Plasmodium falciparum</i> 3D7<br>,29539423,N/A,Zanghi et al.,"Transcriptomes of oocyst, ring and sporozoite stages in P. falciparum determined by RNA sequence.",transcript_expression,N/A,
Aligned genomic sequence reads - strain P01,9/17/2010,Apollo,Thomas Dan Otto,"Institute for Infection, Immunity and Inflammation, University of Glasgow","PlasmoDB rel. 39, 2018-AUG-30",39,Genetic variation,pvivP01_HTS_SNP_Sanger_Natural_Genome_Variation_QuerySRA_RSRC,DS_b7ec60f469,<i>Plasmodium vivax</i> P01<br>,28008421,N/A,Thomas Dan Otto,"Field isolates of Plasmodium vivax are being sequenced to provide contributing investigators with genetic data to support locally-driven studies, while also contributing to the development of a global map of P. vivax genome variation. This global dataset will provide a resource for genome-wide association studies and other genomic studies aimed at identifying genetic loci responsible for such phenotypes as antimalarial drug resistance.",isolates,N/A,
Schizont Phosphoproteome (3D7)(2012),11/2/2012,Apollo,Edwin Lasonder,"School of Biomedical and Healthcare Sciences, Plymouth University","PlasmoDB rel. 13.0, 2015-JAN-14",23,Protein expression,pfal3D7_massSpec_Lasonder_Schizont_Phosphoproteome_RSRC,DS_b7fe1066d2,<i>Plasmodium falciparum</i> 3D7<br>,23025827,N/A,Lasonder et al.,Phosphoproteomic analysis of <i>Plasmodium falciparum</i> 3D7 schizont stage,protein_expression,N/A,
<i>Plasmodium brasilianum</i> strain Bolivian I Genome Sequence and Annotation,6/29/2022,Apollo,CDC,"Centers for Disease Control and Prevention, USA","PlasmoDB rel. 62, 2023-MAR-09",62,Genomes,pbraBolivianI_primary_genome_RSRC,DS_b824c0548b,<i>Plasmodium brasilianum</i> strain Bolivian I<br>,36396703,N/A,CDC,Genome Sequence and Annotation of <i>Plasmodium brasilianum</i> strain Bolivian I,genome,5911,
Transcriptome of the asexual life stages,3/11/2020,Apollo,Michael F.Duffy,University of Melbourne,"PlasmoDB rel. 52, 2021-MAY-20",52,RNASeq,pfal3D7_Duffy_Ring-Schiz-Tropho_ebi_rnaSeq_RSRC,DS_b95a38be5e,<i>Plasmodium falciparum</i> 3D7<br>,33225957,N/A,Tang et al. 2020,"Transcriptome of the asexual life stages determined by RNA sequencing. (ring, schizont, trophozoite)",transcript_expression,N/A,
Salivary gland sporozoite transcriptomes: WT vs. Puf2-KO,2012-12-19_gus4,Apollo,Stefan Kappe,Seattle Children’s Research Institute,"PlasmoDB rel. 10.0, 2013-SEP-25",19,RNASeq,pyoeyoelii17X_Kappe_ebi_rnaSeq_RSRC,DS_b9eaf20251,<i>Plasmodium yoelii</i> yoelii 17X<br>,23356439,N/A,Lindner et al.,"RNA from wild type or Puf2 knockout <i>P. yoelii</i> 17XNL salivary gland sporozoites 
    was analyzed by Illumina RNA-Seq.",transcript_expression,N/A,
<i>Plasmodium yoelii</i> yoelii YM Genome Sequence and Annotation,11/19/2015,N/A,GeneDB,"GeneDB, Wellcome Sanger Institute","PlasmoDB rel. 9.2, 2012-NOV-15",16,Genomes,pyoeyoeliiYM_primary_genome_RSRC,DS_b9f1ee69f5,<i>Plasmodium yoelii</i> yoelii YM<br>,25359557,N/A,GeneDB,Genome Sequence and Annotation for <i>P. yoelii yoelii</i> YM,genome,5832,
<i>Hepatocystis sp. ex Piliocolobus tephrosceles</i> 2019 Genome Sequence and Annotation,12/12/2019,Apollo,Adam J. Reid,"Wellcome/CRUK Gurdon Institute: Cambridge, GB","PlasmoDB rel. 51, 2021-MAR-16",51,Genomes,hpil2019_primary_genome_RSRC,DS_baf7735a82,<i>Hepatocystis sp.</i> ex Piliocolobus tephrosceles 2019<br>,32745123,N/A,Adam J. Reid,Genome Sequence and Annotation for <i>Hepatocystis sp. ex Piliocolobus tephrosceles</i> 2019,genome,5471,
<i>Plasmodium cynomolgi</i> strain B Genome Sequence and Annotation,9/19/2012,N/A,Kazuyuki Tanabe,"Laboratory of Malariology, Research Institute for Microbial Diseases, Osaka University","PlasmoDB rel. 9.2, 2012-NOV-15",16,Genomes,pcynB_primary_genome_RSRC,DS_bb24b35cc4,<i>Plasmodium cynomolgi</i> strain B<br>,22863735,N/A,Kazuyuki Tanabe,Genome Sequence and annotation for <i>Plasmodium cynomolgi</i> B,genome,5776,
Pexel motif analysis of protein export to the erythrocyte membrane.,2004,Apollo,Alan Cowman,The Walter and Eliza Hall Institute of Medical Research,"PlasmoDB rel. 1.0, 01-JAN-05",0,"Sequence sites, features and motifs",pfal3D7_cellularLocation_Cowman_RSRC,DS_bb3bb99b7e,<i>Plasmodium falciparum</i> 3D7<br>,"15591202, 16301328",N/A,Alan Cowman,"A conserved pentameric sequence was shown to play a central role in protein export 
      into the host cell and used to predict the 
      exported proteome in <i>P. falciparum</i>.",aa_feature,N/A,
ATAC-seq of the intraerythrocytic development cycle,10/12/2018,Apollo,Elena Gomez-Diaz,Instituto de Parasitologia y Biomedicina Lopez-Neyra (IPBLN),"PlasmoDB rel. 46, 2019-NOV-06",46,CHIP Seq,pfal3D7_Ruiz_IDC_ATACSeq_chipSeq_RSRC,DS_bb5383f4c8,<i>Plasmodium falciparum</i> 3D7<br>,30016465,N/A,Ruiz et al.,"ATAC-seq analysis of tightly synchronized parasites (Pfal3D7 10G and 1.2B subclones) at four different developmental stages during the IDC: early rings (10–15 h, T10), late rings (20–25 h, T20), trophozoites (30–35 h, T30) and schizonts (40–45 h, T40)",transcript_expression,N/A,
<i>Plasmodium falciparum</i> TG01 Genome Sequence and Annotation,4/20/2018,N/A,Matt Berriman,"Wellcome Sanger Institute, Hinxton, UK","PlasmoDB rel. 51, 2021-MAR-16",41,Genomes,pfalTG01_primary_genome_RSRC,DS_bcd8da0561,<i>Plasmodium falciparum</i> TG01<br>,29862326,N/A,Matt Berriman,Genome Sequence and annotation for <i>Plasmodium falciparum</i> TG01,genome,6060,
PfCRK4 regulated phosphoproteome at 29 and 37 hpi,2/17/2017,Apollo,Manoj Duraisingh,Harvard T.H. Chan School of Public Health,"PlasmoDB rel. 52, 2021-MAY-20",52,Protein expression,pfal3D7_massSpec_Ganter_Regulated_Phosphoproteome_RSRC,DS_be78b1682c,<i>Plasmodium falciparum</i> 3D7<br>,28211852,N/A,Ganter et al,Phosphoproteome of D10-PfCRK4-HA-DD parasites at 29 and 37 hours hours post infection.,protein_expression,N/A,
Intraerythrocytic developmental cycle of three isolates,1,Apollo,Zbynek Bozdech,"School of Biological Sciences, Nanyang Technological University","PlasmoDB rel. 1.0, 01-JAN-05",0,DNA Microarray Assay,pvivP01_microarrayExpression_ZB_time_series_RSRC,DS_c0204fd334,<i>Plasmodium vivax</i> P01<br>,18852452,N/A,Bozdech et al.,Transcriptional profile throughout the intraerythrocytic cycle of three distinct <i>P. vivax</i> isolates.,transcript_expression,N/A,
Oocyst and salivary gland sporozoite transcriptome comparison in P. falciparum,10/31/2019,Apollo,Stefan Kappe,Seattle Children’s Research Institute,"PlasmoDB rel. 53, 2021-JUL-21",53,RNASeq,pfal3D7_Lindner_Oocyst_Salivary_Sporo_ebi_rnaSeq_RSRC,DS_c28828ce84,<i>Plasmodium falciparum</i> 3D7<br>,31673027,N/A,Lindner et al.,Transcriptomic analysis of <i>Plasmodium falciparum</i> salivary gland sporozoites and oocyst sporozoites by RNA sequencing.,transcript_expression,N/A,
"Salivary gland sporozoite total and surface proteome (VK210, VK247)",7/11/2017,Apollo,Sebastian Mikolajczak,Novartis Institute for Tropical Diseases,"PlasmoDB rel. 35, 2017-DEC-01",35,Protein expression,pvivP01_massSpec_sporozoite_proteomics_RSRC,DS_c351e9a043,<i>Plasmodium vivax</i> P01<br>,28759593,N/A,Swearingen et al.,"Proteins identified from P. vivax salivary gland sporozoites, including putatively surface-exposed proteins identified by surface labeling with a membrane-impermeable biotin tag.",protein_expression,N/A,
Mass Profiles for Compounds,8/10/2015,N/A,Manuel Llinas,Pennsylvania State University,"PlasmoDB rel. 1.0, 01-JAN-05",0,Metabolomics,metaboliteProfiles_LlinasMetabolites_RSRC,DS_c3b1287080,<br>,N/A,N/A,Manuel Llinas,"Glutamine metabolite and compound composition of <i>P. falciparum </i> 3D7 infected RBC, isolated parasites, and 
        uninfected RBC extracts determined by mass spectrometry. The effect of pH on steady-state metabolite levels 
        and glutamine metabolism was measured.",metabolite_levels,N/A,
Mixed blood stage transcriptome for P. vinckei baforti EL,5/31/2017,Apollo,Arnab Pain,King Abdullah University of Science and Technology,"PlasmoDB rel. 55, 2021-DEC-02",55,RNASeq,pvinvinckeiCY_pvin_baforti_stages_Pain_ebi_rnaSeq_RSRC,DS_c3cc7523e2,<i>Plasmodium vinckei</i> vinckei CY<br>,33888092,N/A,Ramaprasad et al 2021,RNA seq transcriptomes of <i>P. vinckei</i> baforti EL mixed blood stages.,transcript_expression,N/A,
Immune Epitope Database (IEDB),N/A,Apollo,IEDB,"La Jolla Institute for Allergy and Immunology, Center For Infectious Disease, Allergy and Asthma Research","PlasmoDB rel. 1.0, 01-JAN-05",0,Immunology,_IEDB(.*)RSRC$,DS_c3d9ec667a,<i>Haemoproteus tartakovskyi</i> strain SISKIN1<br><i>Hepatocystis sp.</i> ex Piliocolobus tephrosceles 2019<br><i>Plasmodium adleri</i> G01<br><i>Plasmodium berghei</i> ANKA<br><i>Plasmodium billcollinsi</i> G01<br><i>Plasmodium blacklocki</i> G01<br><i>Plasmodium brasilianum</i> strain Bolivian I<br><i>Plasmodium chabaudi</i> chabaudi<br><i>Plasmodium coatneyi</i> Hackeri<br><i>Plasmodium cynomolgi</i> strain M<br><i>Plasmodium falciparum</i> 3D7<br><i>Plasmodium fragile</i> strain nilgiri<br><i>Plasmodium gaboni</i> strain SY75<br><i>Plasmodium gallinaceum</i> 8A<br><i>Plasmodium inui</i> San Antonio 1<br><i>Plasmodium knowlesi</i> strain H<br><i>Plasmodium malariae</i> UG01<br><i>Plasmodium ovale</i> curtisi GH01<br><i>Plasmodium praefalciparum</i> strain G01<br><i>Plasmodium reichenowi</i> CDC<br><i>Plasmodium relictum</i> SGS1-like<br><i>Plasmodium vinckei</i> vinckei CY<br><i>Plasmodium vivax-like</i> Pvl01<br><i>Plasmodium vivax</i> P01<br><i>Plasmodium yoelii</i> yoelii 17X<br>,"19906713, 22610854",N/A,IEDB,IEDB epitopes.,epitope,N/A,
<i>Plasmodium relictum</i> SGS1-like Genome Sequence and Annotation,9/1/2020,Apollo,GeneDB,"GeneDB, Wellcome Sanger Institute","PlasmoDB rel. 68, 2024-MAY-07",32,Genomes,prelSGS1-like_primary_genome_RSRC,DS_c3f289d21a,<i>Plasmodium relictum</i> SGS1-like<br>,29500236,N/A,GeneDB,Genome sequence and annotation for <i>Plasmodium relictum</i> SGS1-like,genome,5312,
<i>Plasmodium falciparum</i> HB3 Genome Sequence and Annotation,4/20/2018,N/A,Matt Berriman,"Wellcome Sanger Institute, Hinxton, UK","PlasmoDB rel. 51, 2021-MAR-16",41,Genomes,pfalHB3_primary_genome_RSRC,DS_c4279fbeb1,<i>Plasmodium falciparum</i> HB3<br>,29862326,N/A,Matt Berriman,Genome Sequence and annotation for <i>Plasmodium falciparum</i> HB3,genome,5461,
Sporozoite transcriptome in different microenvironments,8/16/2018,Apollo,"Jiang, Rays H.Y.",N/A,"PlasmoDB rel. 44, 2019-JUL-02",44,RNASeq,pvivP01_Jiang_Microenvironment_ebi_rnaSeq_RSRC,DS_c42c03d061,<i>Plasmodium vivax</i> P01<br>,30111801,N/A,Roth et al.,"<i>Plasmodium vivax</i> transcriptome in 4 microenvironments at 3 time points and 2 temperatures to investigate th
e skin-to-liver-stage journey.",transcript_expression,N/A,
mRNA Half life,1,Apollo,Joseph L DeRisi,"Department of Biochemistry and Biophysics, University of California, San Francisco","PlasmoDB rel. 1.0, 01-JAN-05",0,DNA Microarray Assay,pfal3D7_microarrayExpression_Derisi_HalfLife_RSRC,DS_c6622915ff,<i>Plasmodium falciparum</i> 3D7<br>,17612404,N/A,Joseph L DeRisi,Genome-wide characterization of mRNA decay (microarray) during erythrocytic development of <i>Plasmodium falciparum</i> 3D7,transcript_expression,N/A,
Infected erythrocytes from patient blood sample,8/11/2009,Apollo,Utpal S. Tatu,"Indian Institute of Science, Bangalore","PlasmoDB rel. 1.0, 01-JAN-05",0,Protein expression,pfal3D7_massSpec_Tatu_Clinical_preprocessed_RSRC,DS_c835ade867,<i>Plasmodium falciparum</i> 3D7<br>,21136953,N/A,Acharya et al.,"Parasite-infected erythrocytes were colleced/enriched from a human blood sample. Protein preparations from the lysed infected erythrocytes 
      were analyzed by 1DE, LC-MS/MS. Presented here are the <i>P. falciparum</i> samples.",protein_expression,N/A,
"Epigenome of sporozoites (HP-1, H3K9me3, H3K9ac) and rings (HP-1, H3K9me3).",9/29/2016,Apollo,Artur Scherf,Unite de Biologie des Interactions Hote-Parasite,"PlasmoDB rel. 38, 2018-JUL-05",38,CHIP Seq,pfal3D7_Zanghi_Sporo_Ring_chipSeq_RSRC,DS_c930c27891,<i>Plasmodium falciparum</i> 3D7<br>,29539423,N/A,Zanghi et al.,"Genome-wide distribution of HP-1 and H3K9me3 in P. falciparum rings and sporozoites, as well as H3K9ac in sporozoites.",transcript_expression,N/A,
Isolate genotypes generated from a 3k SNP Chip,6/13/2008,Apollo,Dyann F. Wirth,"Harvard School of Public Health, Harvard University","PlasmoDB rel. 1.0, 01-JAN-05",0,Genetic variation,pfal3D7_SNPChip_Broad3KGenotyping_RSRC,DS_c9a2d71a32,<i>Plasmodium falciparum</i> 3D7<br>,N/A,N/A,Dyann F. Wirth,Isolate genotyping data generated from a 3k snp chip from Broad,isolates,N/A,
UTRs based on DAFT- and UTR-Seq (3D7 2020),6/8/2020,Apollo,Manuel Llinas,Pennsylvania State University,"PlasmoDB rel. 52, 2021-MAY-20",52,"Sequence sites, features and motifs",pfal3D7_3D7-UTRs-DAFT_GFF_RSRC,DS_cd7d0ef5f3,<i>Plasmodium falciparum</i> 3D7<br>,32513207,N/A,Manuel Llinas,GFF files showing UTRs for 3D7 strain determined by DAFT and 5UTR-Seq RNA sequencing techniques.,feature,N/A,
Proteome of ApiAP2 double vs single knockout,4/6/2021,Apollo,Oliver Billker,Umeå University,"PlasmoDB rel. 52, 2021-MAY-20",52,Protein expression,pberANKA_quantitativeMassSpec_Modrzynska_KO_Mutants_RSRC,DS_ce0f0c5ca3,<i>Plasmodium berghei</i> ANKA<br>,28081440,N/A,Modrzynska et al,Proteome deregulation in the purified schizonts of ap2-g/ap2-g2 double knockout compared to the parental ap2-g mutant clone.,protein_expression,N/A,
Mosquito or cultured sporozoites and blood stage transcriptome (NF54),2013-12-02_gus4,Apollo,Stephen L. Hoffman,Sanaria Inc,"PlasmoDB rel. 13.0, 2015-JAN-14",23,RNASeq,pfal3D7_Cultured_Sporozoites_Transcriptome_ebi_rnaSeq_RSRC,DS_cf291e2adb,<i>Plasmodium falciparum</i> 3D7<br>,N/A,N/A,Hoffmann et al.,"Transcriptomes of <i>Plasmodium falciparum</i> NF54 developmental stages: sporozoites from mosquito saliva, 
     sporozoites from axenic culture and asexual blood stage.",transcript_expression,N/A,
Life cycle stage transcriptome for P. vinckei lentum,5/31/2017,Apollo,Arnab Pain,King Abdullah University of Science and Technology,"PlasmoDB rel. 55, 2021-DEC-02",55,RNASeq,pvinvinckeiCY_pvin_lentum_stages_Pain_ebi_rnaSeq_RSRC,DS_d0664d5f9b,<i>Plasmodium vinckei</i> vinckei CY<br>,33888092,N/A,Ramaprasad et al 2021,"RNA seq transcriptomes of <i>P. vinckei</i> lentum mixed stages, gametocytes, rings and trophozoites.",transcript_expression,N/A,
Plasmodium yoelii resequenced strains,5/31/2017,Apollo,Arnab Pain,King Abdullah University of Science and Technology,"PlasmoDB rel. 53, 2021-JUL-21",53,Genetic variation,pyoeyoelii17X_HTS_SNP_Ramaprasad_WGS_Isolates_DNASeq_RSRC,DS_d12e9b5e9a,<i>Plasmodium yoelii</i> yoelii 17X<br>,33888092,N/A,Ramaprasad et al,"Whole genome resequencing data of six isolates belonging to four subspecies of <i>Plasmodium yoelii</i>. These include <i>P. yoelii</i> yoelii (33X, Ar and CN), <i>P. yoelii</i> nigeriensis (D), <i>P. yoelii</i> killicki (DG) and <i>P. yoelii</i> cameronensis (EL). Data were aligned to the reference genome and used to call single nucleotide polymorphisms.",isolates,N/A,
Strand specific transcriptomes of 4 life cycle stages,2011-11-16_gus4,Apollo,Xin-zhuan Su,"National Institute of Allergy and Infectious Diseases, NIH","PlasmoDB rel. 9.2, 2012-NOV-15",16,RNASeq,pfal3D7_Su_strand_specific_rnaSeq_RSRC,DS_d18037ecc4,<i>Plasmodium falciparum</i> 3D7<br>,22129310,N/A,Lopez-Barragan et al.,"Strand specific RNA-Seq coverage from four <i>P. falciparum</i> 3D7 life cycle stages: late trophozite, schizont, gametocyte II and gametocyte V.",transcript_expression,N/A,
Aligned genomic sequence reads - 150 lab strains or field isolates,1,Apollo,Daniel E. Neafsey,"Harvard University & BROAD Institute, Cambridge, MA, USA","PlasmoDB rel. 10.0, 2013-SEP-25",19,Genetic variation,pfal3D7_HTS_SNP_Broad_HTS_Isolates_QuerySRA_RSRC,DS_d1c8287de9,<i>Plasmodium falciparum</i> 3D7<br>,24259712,N/A,Daniel E. Neafsey,"Whole genome resequencing data from 150 lab strains or field isolates of <i>P. falciparum</i> were used to call SNPs 
       and determine CNV at the gene and chromosome level.",isolates,N/A,
Blood stage phospho- and total proteome (3D7),6/20/2011,Apollo,John Boothroyd,"Department of Microbiology and Immunology, Stanford University School of Medicine","PlasmoDB rel. 1.0, 01-JAN-05",0,Protein expression,pfal3D7_massSpec_Boothroyd_Elias_Moritz_RSRC,DS_d273af8882,<i>Plasmodium falciparum</i> 3D7<br>,22018241,N/A,John Boothroyd,"Phospho- and total proteome of synchronized <i>P. falciparum</i> 3D7 schizont cultures were determined 
      40h +/- 8h post-infection.",protein_expression,N/A,
<i>Plasmodium falciparum</i> KH01 Genome Sequence and Annotation,4/20/2018,N/A,Matt Berriman,"Wellcome Sanger Institute, Hinxton, UK","PlasmoDB rel. 51, 2021-MAR-16",41,Genomes,pfalKH01_primary_genome_RSRC,DS_d3f46b855b,<i>Plasmodium falciparum</i> KH01<br>,29862326,N/A,Matt Berriman,Genome Sequence and annotation for <i>Plasmodium falciparum</i> KH01,genome,5570,
AP2-G2 knock out and WT expression profiles,1,Apollo,Masao Yuda,Mie University,"PlasmoDB rel. 33, 2017-JUN-30",33,DNA Microarray Assay,pberANKA_microarrayExpression_Yuda_RSRC,DS_d4f8765d13,<i>Plasmodium berghei</i> ANKA<br>,26417110,N/A,Yuda et al.,Microarray of wild type and AP2-G2 knock out in <i>P. berghei</i> ANKA parasites.,transcript_expression,N/A,
Mixed blood stage transcriptome for P. vinckei brucechwatti,5/31/2017,Apollo,Arnab Pain,King Abdullah University of Science and Technology,"PlasmoDB rel. 55, 2021-DEC-02",55,RNASeq,pvinvinckeiCY_pvin_brucechwatti_stages_Pain_ebi_rnaSeq_RSRC,DS_d503691653,<i>Plasmodium vinckei</i> vinckei CY<br>,33888092,N/A,Ramaprasad et al 2021,RNA seq transcriptomes of <i>P. vinckei</i> brucechwatti mixed blood stages.,transcript_expression,N/A,
<i>Plasmodium falciparum</i> IT Genome Sequence and Annotation,4/20/2018,N/A,Matt Berriman,"Wellcome Sanger Institute, Hinxton, UK","PlasmoDB rel. 9.0, 2012-MAY-18",0,Genomes,pfalIT_primary_genome_RSRC,DS_d5ed3f9510,<i>Plasmodium falciparum</i> IT<br>,29862326,N/A,Matt Berriman,Sequence and annotation for <i>Plasmodium falciparum</i> IT,genome,5577,
<i>Plasmodium gaboni</i> strain G01 Genome Sequence and Annotation,11/29/2017,N/A,Thomas Dan Otto,"Institute for Infection, Immunity and Inflammation, University of Glasgow","PlasmoDB rel. 51, 2021-MAR-16",36,Genomes,pgabG01_primary_genome_RSRC,DS_d786be5502,<i>Plasmodium gaboni</i> strain G01<br>,N/A,N/A,Thomas Dan Otto,Genome Sequence and annotation for <i>Plasmodium gaboni</i> G01,genome,5368,
KEGG Metabolic Pathways,2022.1,N/A,KEGG,KEGG,"PlasmoDB rel. 1.0, 01-JAN-05",0,KEGG Metabolic Pathways,Pathways_KEGG_RSRC,DS_d7d1b2b1ce,<br>,N/A,N/A,KEGG,Metabolic Pathway records from KEGG,pathway,N/A,
Schizont proteome from human blood sample,4/28/2011,Apollo,Liwang Cui,University of South Florida,"PlasmoDB rel. 1.0, 01-JAN-05",0,Protein expression,pvivP01_massSpec_Cui_Schizont_RSRC,DS_d801004a49,<i>Plasmodium vivax</i> P01<br>,21515433,N/A,Roobsoong et al.,<i>P. vivax</i> proteome of schizonts released from erythrocytes of human blood samples.,protein_expression,N/A,
385K tiling array (GPL8808),1,Apollo,Richard Bartfai,"Department of Molecular Biology, Radboud University, ,","PlasmoDB rel. 1.0, 01-JAN-05",0,Array Probes,pfal3D7_chipChipPlatform_GPL8808-wg_cgh_RSRC,DS_d8a863a76c,<i>Plasmodium falciparum</i> 3D7<br>,N/A,N/A,Richard Bartfai,Probe sequences Plasmodium falciparum 385K tiling array (GPL8808).  Zoom to 20K or less to see the probe glyphs.,transcript_expression_platform,N/A,
Bromodomain protein (BDP) and H3K9ac genome-wide localization,6/10/2015,Apollo,Michael F.Duffy,University of Melbourne,"PlasmoDB rel. 49, 2020-NOV-05",49,CHIP Seq,pfal3D7_Josling_Chip_Transcriptomes_chipSeq_RSRC,DS_dbc0467888,<i>Plasmodium falciparum</i> 3D7<br>,26067602,N/A,Josling et al. 2015,Trophozoite and schizont genome-wide localization of BDP and H3K9ac in <i>Plasmodium falciparum</i> 3D7 determined by ChIP-Seq.,transcript_expression,N/A,
