Data Set,Data Set Version,Apollo,Contact,Contact institution,Release # and date,Build Number Introduced,Category,Data Set Name,dataset_id,Organism(s) (source or reference),Publications,Release Policy,Short Attribution,Summary,Type,Genes,
Immune Epitope Database (IEDB),N/A,Apollo,IEDB,"La Jolla Institute for Allergy and Immunology, Center For Infectious Disease, Allergy and Asthma Research","TriTrypDB rel. 1.0, 01-JAN-05",0,Immunology,_IEDB(.*)RSRC$,DS_c3d9ec667a,<i>Angomonas deanei</i> strain Cavalho ATCC PRA-265<br><i>Blechomonas ayalai</i> B08-376<br><i>Bodo saltans</i> strain Lake Konstanz<br><i>Crithidia fasciculata</i> strain Cf-Cl<br><i>Endotrypanum monterogeii</i> strain LV88<br><i>Leishmania aethiopica</i> L147<br><i>Leishmania amazonensis</i> MHOM/BR/71973/M2269<br><i>Leishmania arabica</i> strain LEM1108<br><i>Leishmania braziliensis</i> MHOM/BR/75/M2904<br><i>Leishmania donovani</i> BPK282A1<br><i>Leishmania enriettii</i> strain LEM3045<br><i>Leishmania gerbilli</i> strain LEM452<br><i>Leishmania infantum</i> JPCM5<br><i>Leishmania major</i> strain Friedlin<br><i>Leishmania martiniquensis</i> LEM2494<br><i>Leishmania mexicana</i> MHOM/GT/2001/U1103<br><i>Leishmania orientalis</i> MHOM/TH/2014/LSCM4<br><i>Leishmania panamensis</i> MHOM/COL/81/L13<br><i>Leishmania sp.</i> Ghana MHOM/GH/2012/GH5<br><i>Leishmania sp.</i> Namibia MPRO/NA/1975/252/LV425<br><i>Leishmania tarentolae</i> Parrot-TarII<br><i>Leishmania tropica</i> L590<br><i>Leishmania turanica</i> strain LEM423<br><i>Leptomonas pyrrhocoris</i> H10<br><i>Leptomonas seymouri</i> ATCC 30220<br><i>Paratrypanosoma confusum</i> CUL13<br><i>Porcisia hertigi</i> MCOE/PA/1965/C119<br><i>Trypanosoma brucei</i> brucei TREU927<br><i>Trypanosoma congolense</i> IL3000<br><i>Trypanosoma cruzi</i> CL Brener Esmeraldo-like<br><i>Trypanosoma equiperdum</i> OVI<br><i>Trypanosoma evansi</i> strain STIB 805<br><i>Trypanosoma grayi</i> ANR4<br><i>Trypanosoma melophagium</i> St. Kilda<br><i>Trypanosoma rangeli</i> SC58<br><i>Trypanosoma theileri</i> isolate Edinburgh<br><i>Trypanosoma vivax</i> Y486<br>,"19906713, 22610854",N/A,IEDB,IEDB epitopes.,epitope,N/A,
Bloodstream form Flagellum Surface and Matrix Proteomes,1,Apollo,Kent L. Hill,"University of California, Los Angeles","TriTrypDB rel. 5.0, 2013-MAY-31",18,Protein expression,tbruTREU927_massSpec_Hill_Flagellum_Surface_And_Matrix_Proteomes_RSRC,DS_c4bc9c506c,<i>Trypanosoma brucei</i> brucei TREU927<br>,21685506,N/A,Oberholzer et al.,Flagellum surface and matrix proteomes from <i>T. brucei</i> bloodstream form trypanosomes.,protein_expression,N/A,
Procyclic Form Origins of Replication - early S and late S vs G2,9/4/2015,Apollo,Richard McCulloch,The Wellcome Centre for Integrative Parasitology,"TriTrypDB rel. 26, 2015-OCT-10",26,Sequence analysis,tbruTREU927_originsOfReplication_McCulloch_Origins_Replicate_RSRC,DS_c54853f447,<i>Trypanosoma brucei</i> brucei TREU927<br>,26481451,N/A,Marques et al.,"Origins of replication in <i>T.brucei</i> TREU927 determined by Marker Frequency Analysis, 
        a technique that compares frequency of marker sequences in replicating and non-replicating cells.
        Whole genome DNA-Seq of FACS sorted procyclic cells is presented as the 
        ratio (S- vs G2-phase) of the frequencies of markers (DNA-Seq reads) in 2.5 kb bins.",resequencing,N/A,
<i>Leishmania gerbilli</i> strain LEM452 Genome Sequence and Annotation,12/16/2014,Apollo,Stephen M. Beverley,Washington University in St. Louis,"TriTrypDB rel. 7.0, 2014-FEB-03",20,Genomes,lgerLEM452_primary_genome_RSRC,DS_c57a61234d,<i>Leishmania gerbilli</i> strain LEM452<br>,34472979,N/A,Stephen M. Beverley,Genome Sequence and Annotation for <i>Leishmania gerbilli</i> strain LEM452,genome,8700,
Promastigote and amastigote proteomes (MHOM/MA/67/ITMAP-263),12/19/2008,Apollo,Marc Ouellette,Laval University,"TriTrypDB rel. 1.0, 01-JAN-05",0,Protein expression,linfJPCM5_massSpec_Brotherton_RSRC,DS_c5872bfc78,<i>Leishmania infantum</i> JPCM5<br>,20583757,N/A,Brotherton et al.,Stage-specific expression of basic proteins in <i>L. infantum</i>.,protein_expression,N/A,
Swimming vs adherent cultured cell transcriptomes,7/29/2019,Apollo,Michael Povelones,University of Pennsylvania,"TriTrypDB rel. 63, 2023-MAY-03",63,RNASeq,cfasCfCl_cfasCfC1_povelones_swim_adhere_RNASeq_ebi_rnaSeq_RSRC,DS_c5add5bed9,<i>Crithidia fasciculata</i> strain Cf-Cl<br>,31356610,N/A,Filosa et al. 2019,Transcriptomic profiles of swimming and adherent <i>C. fasciculata</i> cells grown in culture.,transcript_expression,N/A,
PAC End Sequence,8/13/2002,Apollo,Pathogen Sequencing Unit,Wellcome Sanger Institute,"TriTrypDB rel. 1.0, 01-JAN-05",0,"Sequence sites, features and motifs",lmajFriedlin_sanger_PACEnds_clonedInsertEnds_RSRC,DS_c5bec78dfc,<i>Leishmania major</i> strain Friedlin<br>,N/A,N/A,Pathogen Sequencing Unit,<i>L. major</i> PAC end-sequences,aligned_sequence,N/A,
"Promastigote transcriptome of P. hertigi MCOE/PA/80/C8, TCC260",3/20/2021,Apollo,Vyacheslav Yurchenko,"Life Science Research Center, Department of Biology and Ecology, Faculty of Science, University of Ostrava","TriTrypDB rel. 57, 2022-APR-21",57,RNASeq,pherMCOEPA1965C119_pherMCOE_PA_1965_C119_TCC260_promastigote_RNAseq_ebi_rnaSeq_RSRC,DS_c787c8621e,<i>Porcisia hertigi</i> MCOE/PA/1965/C119<br>,33804709,N/A,Albanaz et al.,"RNA Seq transcriptome of promastigote stage from <i>Porcisia hertigi</i> MCOE/PA/80/C8, TCC260",transcript_expression,N/A,
T. cruzi and T. brucei lysine and N-terminal acetylation proteomes,1/5/2018,N/A,Sergio Schenkman,"Department of Microbiology, Immunology, and Parasitology, Universidade Federal de Sao Paulo","TriTrypDB rel. 38, 2018-JUL-05",38,Protein expression,tcruCLBrenerNon-Esmeraldo-like_massSpec_Lysine_and_Nterminal_acetylation_RSRC,DS_c87b905ece,<i>Trypanosoma cruzi</i> CL Brener Non-Esmeraldo-like<br>,29168382,N/A,Moretti et al.,"Acetylation of lysine and N-terminal amino acids in <i>T. cruzi</i> epimastigotes, <i>T. brucei</i> procyclic forms, and <i>T. brucei</i> bloodstream forms.",protein_expression,N/A,
Procyclics - protein palmitoylation (29-13),12/30/2010,Apollo,Igor C. Almeida,University of Texas at El Paso,"TriTrypDB rel. 1.0, 01-JAN-05",0,Protein expression,tbruTREU927_massSpec_Almeida_Proteomics_RSRC,DS_cb04b52010,<i>Trypanosoma brucei</i> brucei TREU927<br>,21193548,N/A,"Emmer, et al.","Proteins from whole cell lysates of <i>T. brucei</i> procyclic form 29-13 strain 
    were biotinylated at the site of palmitoylation and purified by streptavidin chromatography. 
    Streptavidin eluates were precipitated and proteins preparations were analyzed by LC-MS/MS.",protein_expression,N/A,
Comparative proteomics of bloodstream and procyclic forms (T.b. 427),1,Apollo,Michael Urbaniak,University of Dundee,"TriTrypDB rel. 5.0, 2013-MAY-31",18,Protein expression,tbruTREU927_massSpec_Urbaniak_CompProt_RSRC,DS_cb23da819c,<i>Trypanosoma brucei</i> brucei TREU927<br>,22574199,N/A,Urbaniak et al.,Comparison of <i>T. brucei</i> 427 procyclic and bloodstream form trypanosomes via SILAC proteomic analysis.,protein_expression,N/A,
Promastigote transcriptome for Porcisia deanei TCC258,3/20/2021,Apollo,Vyacheslav Yurchenko,"Life Science Research Center, Department of Biology and Ecology, Faculty of Science, University of Ostrava","TriTrypDB rel. 57, 2022-APR-21",57,RNASeq,pherMCOEPA1965C119_pherMCOE_PA_1965_C119_promastogote_RNASeq_Albanaz_ebi_rnaSeq_RSRC,DS_ccbeba16ed,<i>Porcisia hertigi</i> MCOE/PA/1965/C119<br>,33804709,N/A,Albanaz et al. 2021,RNA Seq transcriptome of promastigote stage from <i>Porcisia deanei</i> TCC258,transcript_expression,N/A,
Metacyclic Stage Proteome,7/17/2009,Apollo,Marc Ouellette,Laval University,"TriTrypDB rel. 1.0, 01-JAN-05",0,Protein expression,linfJPCM5_massSpec_OuelletteM_RSRC,DS_ccdab23cd9,<i>Leishmania infantum</i> JPCM5<br>,N/A,N/A,"Ouellette, et al. unpublished",Proteomic analysis of <i>L. infantum</i> metacyclic stage (pH5-6).,protein_expression,N/A,
Aligned genomic sequence reads - Indian Isolates,7/22/2011,Apollo,Neeloo Singh,CSIR-Central Drug Research Institute,"TriTrypDB rel. 25, 2015-JUL-23",25,Genetic variation,ldonBPK282A1_HTS_SNP_Indian_SOLiD_Isolates_RSRC,DS_ce6b5bc42d,<i>Leishmania donovani</i> BPK282A1<br>,23418454,N/A,Neeloo Singh,"Whole genome resequencing data from <i>Leishmania donovani</i> isolates BHU-1095, 39 and 2001, which are known to cause visceral leishmaniasis were used to call SNPs 
      and determine CNV at the gene and chromosome level.",isolates,N/A,
Aligned genomic sequence reads - strains Cl3 and JRc14,3/15/2011,N/A,Wes Warren,McDonnell Genome Institute at Washington University School of Medicine,"TriTrypDB rel. 1.0, 01-JAN-05",0,Genetic variation,tcruCLBrener_HTS_SNP_WhitePaperNGS_RSRC,DS_cf5baf39bd,<i>Trypanosoma cruzi</i> strain CL Brener<br>,N/A,N/A,Wes Warren,High throughput sequencing SNP calls for strains Cl3 and JRc14 aligned to the <i>T. cruzi</i> CL Brener reference,isolates,N/A,
<i>Leishmania amazonensis</i> strain PH8 Genome Sequence and Annotation,10/14/2022,N/A,Santuza Maria Ribeiro Teixeira,"Centro de Tecnologia de Vacinas, Universidade Federal de Minas Gerais, Brazil","TriTrypDB rel. 67, 2024-FEB-21",67,Genomes,lamaPH8_primary_genome_RSRC,DS_d0d52b7e5b,<i>Leishmania amazonensis</i> strain PH8<br>,37263313,N/A,Santuza Maria Ribeiro Teixeira,Genome Sequence and Annotation of <i>Leishmania amazonensis</i> strain PH8,genome,8803,
"Proteome during Metacyclogenesis, Quantitative (Dm28c)",N/A,Apollo,Marco A. Krieger,Instituto Carlos Chagas,"TriTrypDB rel. 8.0, 2014-MAY-08",21,Protein expression,_quantitativeMassSpec_Marchini_Metacyclogenesis_Proteomics_,DS_d254e99026,<i>Trypanosoma cruzi</i> CL Brener Esmeraldo-like<br><i>Trypanosoma cruzi</i> CL Brener Non-Esmeraldo-like<br><i>Trypanosoma cruzi</i> strain CL Brener<br>,22761176,N/A,de Godoy and Marchini et al.,Quantitative proteomic study of <i>T. cruzi</i> (Dm28c) metacyclogenesis,protein_expression,N/A,
<i>Leishmania arabica</i> strain LEM1108 Genome Sequence and Annotation,12/16/2014,Apollo,Stephen M. Beverley,Washington University in St. Louis,"TriTrypDB rel. 7.0, 2014-FEB-03",20,Genomes,laraLEM1108_primary_genome_RSRC,DS_d4c4a20a24,<i>Leishmania arabica</i> strain LEM1108<br>,34472979,N/A,Stephen M. Beverley,Genome Sequence and Annotation for <i>Leishmania arabica</i> strain LEM1108,genome,8755,
T. cruzi and T. brucei lysine and N-terminal acetylation proteomes,1/5/2018,N/A,Sergio Schenkman,"Department of Microbiology, Immunology, and Parasitology, Universidade Federal de Sao Paulo","TriTrypDB rel. 38, 2018-JUL-05",38,Protein expression,tcruCLBrener_massSpec_Lysine_and_Nterminal_acetylation_RSRC,DS_d630a9d906,<i>Trypanosoma cruzi</i> strain CL Brener<br>,29168382,N/A,Moretti et al.,"Acetylation of lysine and N-terminal amino acids in <i>T. cruzi</i> epimastigotes, <i>T. brucei</i> procyclic forms, and <i>T. brucei</i> bloodstream forms.",protein_expression,N/A,
T. brucei population genomics,5/21/2013,Apollo,Annette MacLeod,University of Glasgow,"TriTrypDB rel. 39, 2018-AUG-30",39,Genetic variation,tbruTREU927_HTS_SNP_Weir_Population_Genomics_RSRC,DS_d6339f85c9,<i>Trypanosoma brucei</i> brucei TREU927<br>,26809473,N/A,Annette MacLeod,<i>T. brucei</i> population genomics,isolates,N/A,
<i>Leishmania donovani</i> HU3 Genome Sequence and Annotation,6/10/2020,N/A,Begoña Aguado and Jose M. Requena,"Centro de Biologia Molecular Severo Ochoa (CSIC-UAM), Universidad Autonoma de Madrid, Spain","TriTrypDB rel. 54, 2021-SEP-08",54,Genomes,ldonHU3_primary_genome_RSRC,DS_d668466deb,<i>Leishmania donovani</i> HU3<br>,30992521,N/A,Begoña Aguado and Jose M. Requena,Genome Sequence and Annotation of <i>Leishmania donovani</i> HU3,genome,8594,
Leishmania amazonensis RNA-Seq during human macrophage infection,5/10/2016,Apollo,Najib M. El-Sayed,University of Maryland,"TriTrypDB rel. 42, 2019-MAR-07",42,RNASeq,lamaMHOMBR71973M2269_Fernandes_LA_Infection_ebi_rnaSeq_RSRC,DS_d66de987f6,<i>Leishmania amazonensis</i> MHOM/BR/71973/M2269<br>,27165796,N/A,Fernandes et al.,RNA-Seq analysis of transcriptomes of human macrophage and  <I>Leishmania amazonensis</I> during an infection time course.,transcript_expression,N/A,
<i>Angomonas deanei</i> strain Cavalho ATCC PRA-265 Genome Sequence and Annotation,8/18/2020,Apollo,Jeremy Mottram,University of York,"TriTrypDB rel. 53, 2021-JUL-21",52,Genomes,adeaATCCPRA-265_primary_genome_RSRC,DS_d67261aa58,<i>Angomonas deanei</i> strain Cavalho ATCC PRA-265<br>,33561222,N/A,Jeremy Mottram,Genome Sequence and Annotation of <i>Angomonas deanei</i> strain Cavalho ATCC PRA-26,genome,10512,
Transcriptomes of Four Life-Cycle Stages,1,Apollo,Rick Tarleton,University of Georgia,"TriTrypDB rel. 1.0, 2005-JAN-01",0,DNA Microarray Assay,tcruCLBrenerEsmeraldo-like_microarrayExpression_Tarleton_Rick_RSRC,DS_d767a5d2a9,<i>Trypanosoma cruzi</i> CL Brener Esmeraldo-like<br>,19664227,N/A,Minning et al.,"Microarray analysis of the <i>T. cruzi</i> Brazil trypomastigote, amastigote, epimastigotes and metacyclic life-cycle stages.",transcript_expression,N/A,
KEGG Metabolic Pathways,2021.11,N/A,KEGG,KEGG,"TriTrypDB rel. 1.0, 01-JAN-05",0,KEGG Metabolic Pathways,Pathways_KEGG_RSRC,DS_d7d1b2b1ce,<br>,N/A,N/A,KEGG,Metabolic Pathway records from KEGG,pathway,N/A,
Promastigote transcriptome for E monterogeii ATCC30507,3/20/2021,Apollo,Vyacheslav Yurchenko,"Life Science Research Center, Department of Biology and Ecology, Faculty of Science, University of Ostrava","TriTrypDB rel. 56, 2022-FEB-15",56,RNASeq,emonLV88_EmonATCC30507_promastigote_RNASeq_Albanaz_ebi_rnaSeq_RSRC,DS_d90ffafee8,<i>Endotrypanum monterogeii</i> strain LV88<br>,33804709,N/A,Albanaz et al. 2021,RNA Seq transcriptome of promastigote stage from Endotrypanum monterogeii strain ATCC30507,transcript_expression,N/A,
Promastigote and amastigote stage proteomes (MHOM/IN/80/Dd8),2014-01,Apollo,Akhilesh Pandey,McKusick-Nathans Institute of Genetic Medicine Johns Hopkins University School of Medicine,"TriTrypDB rel. 24, 2015-APR-14",24,Protein expression,ldonBPK282A1_massSpec_Pawar_Pro_Ama_Proteomes_RSRC,DS_d98b99f9ff,<i>Leishmania donovani</i> BPK282A1<br>,"22539434, 23665000",N/A,Nirujogi et al.,"<i>L. donovani</i> MHOM/IN/80/Dd8 promasatigote and amastigote stage proteomes determined by searching and mapping 
    the <i>L. donovani</i> MHOM/IN/80/Dd8 mass-spec peptides against the non-redundant protein database of <i>L. donovani</i> BPK282A1.",protein_expression,N/A,
Procyclic and bloodstream form mRNA transcriptome and ribosome profiling,2014-04_gus4,Apollo,Nicolai Siegel,Ludwig-Maximilians-Universität München,"TriTrypDB rel. 24, 2015-APR-14",24,RNASeq,tbruTREU927_PF_BF_Ribosome_Profiling_ebi_rnaSeq_RSRC,DS_da32747f09,<i>Trypanosoma brucei</i> brucei TREU927<br>,24442674,N/A,Vasquez et al.,"Ribosome profile and mRNA transcriptome of the <i>T brucei</i> Lister 427 bloodstream 
          and procyclic forms mapped to <i>T. brucei</i> TREU 927.",transcript_expression,N/A,
AlphaFold Predictions,AlphaFold-release4,N/A,AlphaFold,EMBL-EBI,"TriTrypDB rel. 60, 2022-NOV-09",60,Protein Structure,alphaFold_RSRC,DS_dc1c8cb24c,<br>,"34265844, 34791371",N/A,AlphaFold,AlphaFold is an artificial intelligence created by DeepMind that predicts protein structure from amino acid sequences. AlphaFold has worked with EMBL-EBI to create a publicly available database of structural predictions.,function,N/A,
Aligned genomic sequence reads - strain TevSTIB805,11/27/2009,Apollo,Achim Schnauffer,University of Edinburgh,"TriTrypDB rel. 9.0, 2015-JAN-14",23,Genetic variation,tevaSTIB805_HTS_SNP_Schnauffer_genome_sequence_reads_RSRC,DS_de635f87f8,<i>Trypanosoma evansi</i> strain STIB 805<br>,N/A,N/A,Achim Schnauffer,High throughput sequencing SNP calls for strain TevSTIB805 aligned to the<i>Trypanosoma evansi</i> strain STIB 805 reference,isolates,N/A,
Leishmania amazonensis arginase-dependent gene expression regulation,10/27/2017,Apollo,Lucile Maria Floeter-Winter,"Department of Physiology, Institute of Bioscience, University of Sao Paulo, Sao Paulo, Brazil","TriTrypDB rel. 57, 2022-APR-21",57,RNASeq,lamaMHOMBR71973M2269_lama_arg_RNAseq_ebi_rnaSeq_RSRC,DS_ded42efd3f,<i>Leishmania amazonensis</i> MHOM/BR/71973/M2269<br>,29077741,N/A,Aoki et al.,Leishmania amazonensis arginase-dependent gene expression regulation,transcript_expression,N/A,
TbDRBD3 Depleted Procyclic Gene Expression,1.0_gus4,Apollo,Antonio Estevez,"Instituto de Parasitología y Biomedicina \López-Neyra\"""," IPBLN-CSIC""","TriTrypDB rel. 1.0, 2005-JAN-01",0,DNA Microarray Assay,tbruTREU927_microarrayExpression_GSE8734_Estevez_Antonio_RSRC,DS_df4f928210,<i>Trypanosoma brucei</i> brucei TREU927<br>,18611951,N/A,Estevez AM,"Transcriptome of TbDRBD3 depleted (RNAi) procyclic <i>T. brucei</i> cells compared to 
    uninduced cells using glass slide microarrays.",transcript_expression,N/A
Nuclear Proteome,2017-07,Apollo,Susanne Kramer,"Biocenter, University of Würzburg, Würzburg","TriTrypDB rel. 35, 2017-DEC-01",35,Protein expression,tbruTREU927_quantitativeMassSpec_Nuclear_Proteome_RSRC,DS_e2ff89a53b,<i>Trypanosoma brucei</i> brucei TREU927<br>,28727848,N/A,Goos et al.,Nuclear proteome of <i>T. brucei</i>,protein_expression,N/A,
<i>Leishmania mexicana</i> MHOM/GT/2001/U1103 Genome Sequence and Annotation,5/28/2016,Apollo,Pathogen Sequencing Unit,Wellcome Sanger Institute,"TriTrypDB rel. 60, 2022-NOV-09",0,Genomes,lmexMHOMGT2001U1103_primary_genome_RSRC,DS_e318592c8e,<i>Leishmania mexicana</i> MHOM/GT/2001/U1103<br>,22038252,N/A,Pathogen Sequencing Unit,Genome sequence and annotation for <i>Leishmania mexicana</i> U1103,genome,8677,
Procyclic Form Origins of Replication,11/28/2013,Apollo,Richard McCulloch,The Wellcome Centre for Integrative Parasitology,"TriTrypDB rel. 8.0, 2014-MAY-08",21,Sequence analysis,tbruTREU927_originsOfReplication_McCulloch_Origins_RSRC,DS_e388d29533,<i>Trypanosoma brucei</i> brucei TREU927<br>,22840408,N/A,Dickens et al.,"Origins of replication in <i>T.brucei</i> TREU927 determined by Marker Frequency Analysis, a 
                       technique that compares copy number of the marker sequences in replicating and non-replicating cells.",resequencing,N/A,
Aligned genomic sequence reads - strain V1,8/5/2011,Apollo,Stephen M. Beverley,Washington University in St. Louis,"TriTrypDB rel. 1.0, 01-JAN-05",0,Genetic variation,lmajFriedlin_HTS_SNP_BeverlyIsolateV1_RSRC,DS_e39356a5a6,<i>Leishmania major</i> strain Friedlin<br>,N/A,N/A,Stephen M. Beverley,"Whole genome resequencing data from <i>Leishmania major</i> V1 were used to call SNPs 
      and determine CNV at the gene and chromosome level.",isolates,N/A,
Aligned genomic sequence reads - strain M2903,3/15/2011,Apollo,Wes Warren,McDonnell Genome Institute at Washington University School of Medicine,"TriTrypDB rel. 1.0, 01-JAN-05",0,Genetic variation,lbraMHOMBR75M2904_HTS_SNP_WhitePaperNGS_RSRC,DS_e4b88a1be6,<i>Leishmania braziliensis</i> MHOM/BR/75/M2904<br>,34472979,N/A,Wes Warren,"Whole genome resequencing data from <i>Leishmania major</i> strain M2903 were used to call SNPs 
       and determine CNV at the gene and chromosome level.",isolates,N/A,
<i>Crithidia fasciculata</i> strain Cf-Cl Genome Sequence and Annotation,8/20/2015,Apollo,Stephen M. Beverley,Washington University in St. Louis,"TriTrypDB rel. 8.0, 2014-MAY-08",18,Genomes,cfasCfCl_primary_genome_RSRC,DS_e920f59e08,<i>Crithidia fasciculata</i> strain Cf-Cl<br>,34472979,N/A,Stephen M. Beverley,<i>Crithidia fasciculata</i> Cf-C1 sequence and annotation,genome,9619,
<i>Trypanosoma cruzi</i> CL Brener Esmeraldo-like Genome Sequence and Annotation,12/7/2015,Apollo,Pathogen Sequencing Unit,Wellcome Sanger Institute,"TriTrypDB rel. 9.0, 2015-JAN-14",0,Genomes,tcruCLBrenerEsmeraldo-like_primary_genome_RSRC,DS_e9f0dcab5d,<i>Trypanosoma cruzi</i> CL Brener Esmeraldo-like<br>,"16020725, 19486522",N/A,Pathogen Sequencing Unit,Genome sequence and annotation for <i>Trypanosoma cruzi</i> CL Brener.,genome,10596,
Insect and Bloodstream form Proteomes (quantitative),1.0_gus4,Apollo,Terry W. Pearson,"University of Victoria, Victoria, British Columbia","TriTrypDB rel. 7.0, 2014-FEB-03",20,Protein expression,tconIL3000_quantitativeMassSpec_Eyford_iTRAQ_RSRC,DS_eb9bcccee4,<i>Trypanosoma congolense</i> IL3000<br>,21354217,N/A,Eyford et al.,"Proteomes of the three main insect stages and bloodstream form <i>T. congolense</i> IL3000
    were determined by quatitative ITRAQ analyses.",protein_expression,N/A,
<i>Trypanosoma cruzi</i> strain S23b Genome Sequence,9/24/2018,N/A,Daniella Bartholomeu,"Universidade Federal de Minas Gerais, Belo Horizonte, Brazil","TriTrypDB rel. 52, 2021-MAY-20",52,Genomes,tcruS23b_primary_genome_RSRC,DS_ec4c051a85,<i>Trypanosoma cruzi</i> strain S23b<br>,30424726,N/A,Daniella Bartholomeu,Genome Sequence for <i>Trypanosoma cruzi</i> strain S23b,genome,N/A,
<i>Trypanosoma vivax</i> Y486 Genome Sequence and Annotation,6/6/2016,Apollo,Pathogen Sequencing Unit,Wellcome Sanger Institute,"TriTrypDB rel. 52, 2021-MAY-20",0,Genomes,tvivY486_primary_genome_RSRC,DS_ec7df4510a,<i>Trypanosoma vivax</i> Y486<br>,N/A,N/A,Pathogen Sequencing Unit,Genome sequence and annotation for <i>Trypanosoma vivax</i> Y486,genome,12050,
T cruzi life stages transcriptomes aligned to T cruzi Dm28c 2018,6/17/2022,N/A,Florencia Díaz-Viraqué,"Institut Pasteur de Montevideo, Montevideo, Uruguay","TriTrypDB rel. 66, 2023-NOV-28",66,RNASeq,tcruDm28c2018_tcruDm28c2018_Life_Stages_Diaz-Viraque_RNASeq_ebi_rnaSeq_RSRC,DS_ed4cca900b,<i>Trypanosoma cruzi</i> Dm28c 2018<br>,37828247,N/A,Diaz-Viraque et al.,"RNA-seq of different stages of the parasite life cycle - epimastigotes, intracellular amastigotes and cell-derived trypomastigotes. RNA-seq reads are aligned to the <i>T. cruzi</i> Dm28c 2018 genome.",transcript_expression,N/A,
Promastigote Form Origins of Replication -early S and late S vs G2 (SE),9/4/2015,Apollo,Richard McCulloch,The Wellcome Centre for Integrative Parasitology,"TriTrypDB rel. 26, 2015-OCT-10",26,Sequence analysis,lmajFriedlin_originsOfReplication_McCulloch_Origins_Replicate1_RSRC,DS_ed6124c48d,<i>Leishmania major</i> strain Friedlin<br>,26481451,N/A,Marques et al.,"Origins of replication in <i>L. major</i> Friedlin determined by Marker 
        Frequency Analysis, a technique that compares frequency of marker sequences 
        in replicating and non-replicating cells.
        Whole genome DNA-Seq of FACS sorted promastigotes is presented as the 
        ratio (S- vs G2-phase) of the frequencies of markers (DNA-Seq reads) in 2.5 kb bins.",resequencing,N/A,
ChIP-seq of Leishmania mexicana BDF5,7/13/2022,Apollo,Nathaniel Jones,"York Biomedical Research Institute, Department of Biology, University of York,","TriTrypDB rel. 59, 2022-AUG-30",59,CHIP Seq,lmexMHOMGT2001U1103_lmexBDF5chipseq_chipSeq_RSRC,DS_ee27843472,<i>Leishmania mexicana</i> MHOM/GT/2001/U1103<br>,35831302,N/A,Jones et al.,ChIP-seq of Leishmania mexicana BDF5,transcript_expression,N/A,
Total Flagellar Proteome from bloodstream form,12/1/2011,Apollo,Deborah F. Smith,"University of York, UK","TriTrypDB rel. 5.0, 2013-MAY-31",18,Protein expression,tbruTREU927_massSpec_Price_Flagellar_Proteomics_RSRC,DS_ef3c6af2ad,<i>Trypanosoma brucei</i> brucei TREU927<br>,N/A,N/A,Deborah F. Smith,Comparative proteomics identifying interactive partners of Deflagellation Inducible Protein 13 (DIP13),protein_expression,N/A,
<i>Endotrypanum monterogeii</i> strain LV88 Genome Sequence and Annotation,1/16/2015,Apollo,Stephen M. Beverley,Washington University in St. Louis,"TriTrypDB rel. 52, 2021-MAY-20",0,Genomes,emonLV88_primary_genome_RSRC,DS_efbcb5630c,<i>Endotrypanum monterogeii</i> strain LV88<br>,34472979,N/A,Stephen M. Beverley,<i>Endotrypanum monterogeii</i> LV88 Genome Sequence and Annotation,genome,8414,
"Transcriptome of T brucei from midgut (days 3-28), proventriculus and salivary glands",9/20/2021,Apollo,Isabel Roditi,"Institute of Cell Biology, University of Bern, Switzerland","TriTrypDB rel. 67, 2024-FEB-21",67,RNASeq,tbruTREU927_Naguleswaran_RNAseq_2021_ebi_rnaSeq_RSRC,DS_f01ace4781,<i>Trypanosoma brucei</i> brucei TREU927<br>,34543277,N/A,Naguleswaran et al 2021,"Transcriptome of T brucei isolated from Tsetse fly midgut, proventriculus and salivary glands at multiple time points after infection.",transcript_expression,N/A,
Transcriptome and Translatome of epimastigote and metacyclic stages (CL Brener aligned),10/20/2014,N/A,Pablo Smircich,"Universidad de la Republica, Uruguay","TriTrypDB rel. 34, 2017-SEP-07",34,RNASeq,tcruCLBrener_Smircich_ribosome_profiling_ebi_rnaSeq_RSRC,DS_f02741bb9b,<i>Trypanosoma cruzi</i> strain CL Brener<br>,26054634,N/A,Smircich et al.,"Transcriptome and Translatome of <i>T. cruzi</i> Dm28c strain
       mapped against <i>T. cruzi</i> CL Brener.",transcript_expression,N/A,
<i>Blastocrithidia nonstop</i> P57 Genome Sequence,2/8/2023,N/A,Julius Lukes,"Institute of Parasitology, Biology Centre, Czech Academy of Sciences","TriTrypDB rel. 64, 2023-JUL-12",64,Genomes,bnonp57_primary_genome_RSRC,DS_f0cd2e5f60,<i>Blastocrithidia nonstop</i> P57<br>,36631608,N/A,Julius Lukes,Genome Sequence of <i>Blastocrithidia nonstop</i> P57,genome,N/A,
"Influence of glucose on transcriptome of SS, LS, PC",3/19/2018,Apollo,James Morris,"Eukaryotic Pathogens Innovation Center (EPIC), Clemson University","TriTrypDB rel. 44, 2019-JUL-02",44,RNASeq,tbruTREU927_Qiu_Tb927_Glucose_ebi_rnaSeq_RSRC,DS_f18da9c611,<i>Trypanosoma brucei</i> brucei TREU927<br>,30381351,N/A,Qiu et al.,"RNA-Seq analysis of long slender, short stumpy (with or without added glucose and proline/threonine) and 
procyclic form cells differentiated from SS in very low glucose.",transcript_expression,N/A,
